,Region,Sub-region,Country/Territory,Total,Male,Female,Year,Age,Source,Method,Drug,Low,High,ISO3,stimulant,depressant,Continent
257,Europe,Western and Central Europe,Spain,0.8,1.1,0.5,2020.0,15-64,ARQ,HHS,Amphetamines,,,ESP,0.8,,Europe
258,Europe,Western and Central Europe,Spain,0.5,0.8,0.2,2017.0,15-64,EMCDDA,HHS,Amphetamines,0.4,0.6,ESP,0.5,,Europe
259,Europe,Western and Central Europe,Spain,0.58,0.86,0.31,2015.0,15-64,Government source/UNODC Estimate,HHS,Amphetamines,,,ESP,0.58,,Europe
260,Europe,Western and Central Europe,Spain,0.6,0.8,0.4,2013.0,15-64,ARQ,HHS,Amphetamines,,,ESP,0.6,,Europe
261,Europe,Western and Central Europe,Spain,0.6,0.9,0.3,2011.0,15-64,ARQ,HHS,Amphetamines,,,ESP,0.6,,Europe
262,Europe,Western and Central Europe,Spain,0.6,,,2009.0,15-64,ARQ ,HHS ,Amphetamines,,,ESP,0.6,,Europe
263,Europe,Western and Central Europe,Sweden,0.7,,,2017.0,17-64,ARQ,HHS,Amphetamines,,,SWE,0.7,,Europe
264,Europe,Western and Central Europe,Sweden,0.72,0.96,0.47,2013.0,17-64,ARQ,HHS,Amphetamines,,,SWE,0.72,,Europe
265,Europe,Western and Central Europe,Sweden,0.8,,,2008.0,15-64,ARQ,HHS,Amphetamines,,,SWE,0.8,,Europe
266,Europe,Western and Central Europe,Sweden,0.39,,,2007.0,15-64,ESPAD ,SS ,Amphetamines,,,SWE,0.39,,Europe
267,Europe,Western and Central Europe,Switzerland,0.32,,,2016.0,15-64,UNODC Estimate,HHS,Amphetamines,0.3,0.34,CHE,0.32,,Europe
268,Europe,Western and Central Europe,Switzerland,0.43,,,2015.0,15-64,UNODC Estimate,HHS,Amphetamines,0.36,0.5,CHE,0.43,,Europe
269,Europe,Western and Central Europe,Switzerland,0.27,0.29,0.26,2013.0,15-64,ARQ,HHS,Amphetamines,,,CHE,0.27,,Europe
270,Europe,Western and Central Europe,Switzerland,0.08,,,2012.0,15+,ARQ,HHS,Amphetamines,0.08,0.09,CHE,0.08,,Europe
271,Europe,Western and Central Europe,Switzerland,0.63,,,2007.0,15-64,ESPAD,SS,Amphetamines,0.57,0.69,CHE,0.63,,Europe
272,Europe,Western and Central Europe,United Kingdom (England and Wales),0.32,0.38,0.26,2019.0,16-64,ARQ,HHS,Amphetamines,,,GBR,0.32,,Europe
273,Europe,Western and Central Europe,United Kingdom (England and Wales),0.57,0.76,0.39,2018.0,16-59,Government source,HHS,Amphetamines,,,GBR,0.57,,Europe
274,Europe,Western and Central Europe,United Kingdom (England and Wales),0.52,0.69,0.34,2017.0,16-59,Government source,HHS,Amphetamines,,,GBR,0.52,,Europe
275,Europe,Western and Central Europe,United Kingdom (England and Wales),0.46,0.59,0.34,2016.0,16-59,Government source,HHS,Amphetamines,,,GBR,0.46,,Europe
276,Europe,Western and Central Europe,United Kingdom (England and Wales),0.61,0.82,0.4,2015.0,16-59,Government source,HHS,Amphetamines,,,GBR,0.61,,Europe
277,Europe,Western and Central Europe,United Kingdom (England and Wales),0.6,0.8,0.4,2014.0,16-59,ARQ,HHS,Amphetamines,,,GBR,0.6,,Europe
278,Europe,Western and Central Europe,United Kingdom (England and Wales),0.8,1.1,0.5,2013.0,16-59,ARQ,HHS,Amphetamines,,,GBR,0.8,,Europe
279,Europe,Western and Central Europe,United Kingdom (England and Wales),0.7,0.9,0.4,2012.0,16-59,Government source,HHS,Amphetamines,,,GBR,0.7,,Europe
280,Europe,Western and Central Europe,United Kingdom (England and Wales),0.8,,,2011.0,16-59,Government source,HHS,Amphetamines,,,GBR,0.8,,Europe
281,Europe,Western and Central Europe,United Kingdom (England and Wales),1.1,,,2010.0,16-59,Government source ,HHS ,Amphetamines,,,GBR,1.1,,Europe
282,Europe,Western and Central Europe,United Kingdom (Northern Ireland),0.5,,,2014.0,15-64,Government source,HHS,Amphetamines,,,GBR,0.5,,Europe
283,Europe,Western and Central Europe,United Kingdom (Northern Ireland),1.1,,,2011.0,15-64,Government source,HHS,Amphetamines,,,GBR,1.1,,Europe
284,Europe,Western and Central Europe,United Kingdom (Northern Ireland),1.0,,,2006.0,15-64,Government source ,HHS ,Amphetamines,,,GBR,1.0,,Europe
285,Europe,Western and Central Europe,United Kingdom (Scotland),0.82,1.37,0.29,2014.0,16-64,Government source,HHS,Amphetamines,,,GBR,0.82,,Europe
286,Europe,Western and Central Europe,United Kingdom (Scotland),0.9,1.4,0.3,2013.0,16-64,Government source,HHS,Amphetamines,,,GBR,0.9,,Europe
287,Europe,Western and Central Europe,United Kingdom (Scotland),1.2,,,2011.0,16-64,Government source,HHS,Amphetamines,,,GBR,1.2,,Europe
288,Europe,Western and Central Europe,United Kingdom (Scotland),1.2,,,2010.0,16-64,Government source ,HHS ,Amphetamines,,,GBR,1.2,,Europe
289,Oceania,Australia and New Zealand,Australia,1.3,1.8,0.8,2019.0,14+,ARQ,HHS,Amphetamines,,,AUS,1.3,,Oceania
290,Oceania,Australia and New Zealand,Australia,1.4,1.8,1.0,2016.0,14+,ARQ,HHS,Amphetamines,,,AUS,1.4,,Oceania
291,Oceania,Australia and New Zealand,Australia,2.1,2.7,1.5,2013.0,14+,Government source,HHS,Amphetamines,,,AUS,2.1,,Oceania
292,Oceania,Australia and New Zealand,Australia,2.1,,,2010.0,14+,ARQ,HHS,Amphetamines,,,AUS,2.1,,Oceania
293,Oceania,Australia and New Zealand,Australia,2.7,,,2007.0,15-64,Government source ,HHS ,Amphetamines,,,AUS,2.7,,Oceania
294,Oceania,Australia and New Zealand,New Zealand,1.0,2.0,1.0,2020.0,18+,ARQ,HHS,Amphetamines,,,NZL,1.0,,Oceania
295,Oceania,Australia and New Zealand,New Zealand,0.8,1.1,0.5,2018.0,16-64,ARQ ,HHS ,Amphetamines,,,NZL,0.8,,Oceania
296,Oceania,Australia and New Zealand,New Zealand,1.0,1.5,0.6,2017.0,16-64,Government source,HHS,Amphetamines,,,NZL,1.0,,Oceania
297,Oceania,Australia and New Zealand,New Zealand,1.1,,,2016.0,16-64,ARQ,HHS,Amphetamines,,,NZL,1.1,,Oceania
298,Oceania,Australia and New Zealand,New Zealand,1.1,1.5,0.7,2014.0,15-64,Government source,HHS,Amphetamines,0.8,1.4,NZL,1.1,,Oceania
299,Oceania,Australia and New Zealand,New Zealand,2.1,,,2007.0,16-64,Government source,HHS,Amphetamines,,,NZL,2.1,,Oceania
300,Oceania,Australia and New Zealand,New Zealand,2.3,,,2006.0,15-64,ARQ ,HHS ,Amphetamines,,,NZL,2.3,,Oceania
0,Africa,East Africa,Kenya,0.25,,,2007.0,15-65,Government source,HHS,Ecstasy,0.2,0.3,KEN,0.25,,Africa
1,Africa,North Africa,Algeria,0.02,0.02,0.01,2010.0,12+,ARQ,HHS,Ecstasy,,,DZA,0.02,,Africa
2,Africa,Southern Africa,South Africa,0.31,,,2011.0,15-64,ARQ,SS,Ecstasy,0.24,0.38,ZAF,0.31,,Africa
3,Africa,Southern Africa,South Africa,0.4,,,2004.0,15-64,UNODC Estimate ,,Ecstasy,,,ZAF,0.4,,Africa
4,Africa,Southern Africa,Zambia,0.3,,,2003.0,15-64,UNODC Estimate,,Ecstasy,,,ZMB,0.3,,Africa
5,Africa,West and Central Africa,Cabo Verde,0.06,,,2004.0,15-64,UNODC Estimate,,Ecstasy,,,CPV,0.06,,Africa
6,Africa,West and Central Africa,Nigeria,0.34,,,2017.0,15-64,Government/UNODC,HHS/I,Ecstasy,0.0,1.25,NGA,0.34,,Africa
7,Americas,Caribbean,Bahamas,0.11,,,2008.0,15-64,Government source,SS,Ecstasy,0.04,0.6,BHS,0.11,,America
8,Americas,Caribbean,Bahamas,0.14,,,2003.0,15-64,UNODC Estimate ,,Ecstasy,,,BHS,0.14,,America
9,Americas,Caribbean,Barbados,0.3,,,2006.0,12-65,CICAD,HHS,Ecstasy,,,BRB,0.3,,America
10,Americas,Caribbean,Dominican Republic,0.23,,,2010.0,12-65,CICAD,HHS,Ecstasy,,,DOM,0.23,,America
11,Americas,Caribbean,Dominican Republic,0.05,,,2008.0,15-64,Government source,SS,Ecstasy,0.02,0.52,DOM,0.05,,America
12,Americas,Caribbean,Dominican Republic,0.16,,,2000.0,15-64,UNODC Estimate ,,Ecstasy,,,DOM,0.16,,America
13,Americas,Caribbean,Haiti,0.24,,,2010.0,15-64,UNODC Estimate,SS,Ecstasy,0.06,0.41,HTI,0.24,,America
14,Americas,Caribbean,Haiti,0.56,,,2005.0,15-64,UNODC Estimate,SS,Ecstasy,0.11,1.17,HTI,0.56,,America
15,Americas,Caribbean,Jamaica,0.23,,,2010.0,15-64,UNODC Estimate,SS,Ecstasy,0.06,0.4,JAM,0.23,,America
16,Americas,Caribbean,Puerto Rico,0.42,,,2005.0,15-64,Government source,SS,Ecstasy,0.09,0.99,PRI,0.42,,America
17,Americas,Caribbean,Saint Lucia,0.17,,,2010.0,15-64,UNODC Estimate,SS,Ecstasy,0.03,0.3,LCA,0.17,,America
18,Americas,Caribbean,Trinidad and Tobago,0.14,,,2010.0,15-64,UNODC Estimate,SS,Ecstasy,0.02,0.26,TTO,0.14,,America
19,Americas,Caribbean,Trinidad and Tobago,0.13,,,2006.0,15-64,UNODC Estimate,SS,Ecstasy,0.04,0.62,TTO,0.13,,America
20,Americas,Caribbean,Trinidad and Tobago,0.11,,,2005.0,15-64,UNODC Estimate ,,Ecstasy,,,TTO,0.11,,America
21,Americas,Central America,Belize,0.5,,,2005.0,12-65,Government source,HHS,Ecstasy,,,BLZ,0.5,,America
22,Americas,Central America,Costa Rica,0.42,0.57,0.27,2015.0,12-70,ARQ,HHS,Ecstasy,,,CRI,0.42,,America
23,Americas,Central America,Costa Rica,0.46,0.63,0.29,2015.0,15-64,ARQ,HHS,Ecstasy,,,CRI,0.46,,America
24,Americas,Central America,Costa Rica,0.2,0.32,0.07,2010.0,15-64,ARQ,HHS,Ecstasy,,,CRI,0.2,,America
25,Americas,Central America,Costa Rica,0.15,,,2006.0,12-70,ARQ,SS,Ecstasy,0.11,0.38,CRI,0.15,,America
26,Americas,Central America,El Salvador,0.02,0.04,0.0,2014.0,12-65,Government source,HHS,Ecstasy,,,SLV,0.02,,America
27,Americas,Central America,El Salvador,0.02,,,2005.0,15-64,UNODC Estimate,HHS,Ecstasy,0.0,0.03,SLV,0.02,,America
28,Americas,Central America,Guatemala,0.08,,,2005.0,15-64,UNODC Estimate,,Ecstasy,,,GTM,0.08,,America
29,Americas,Central America,Honduras,0.08,,,2005.0,15-64,UNODC Estimate,,Ecstasy,,,HND,0.08,,America
30,Americas,Central America,Nicaragua,0.01,,,2006.0,12-65,UNODC Estimate,"HHS, c",Ecstasy,0.0,0.02,NIC,0.01,,America
31,Americas,Central America,Panama,0.04,,,2015.0,12-65,ARQ,HHS,Ecstasy,,,PAN,0.04,,America
32,Americas,Central America,Panama,0.4,,,2003.0,15-64,UNODC Estimate,,Ecstasy,,,PAN,0.4,,America
33,Americas,North America,Canada,1.1,1.3,1.0,2019.0,15+,ARQ/Government source,HHS,Ecstasy,0.7,1.6,CAN,1.1,,America
34,Americas,North America,Canada,0.9,1.2,0.6,2017.0,15+,ARQ,HHS,Ecstasy,,,CAN,0.9,,America
35,Americas,North America,Canada,0.91,1.17,0.64,2015.0,15-64,ARQ,HHS,Ecstasy,,,CAN,0.91,,America
36,Americas,North America,Canada,0.5,0.8,0.2,2013.0,15-64,ARQ,HHS,Ecstasy,,,CAN,0.5,,America
37,Americas,North America,Canada,0.8,,,2012.0,15-64,ARQ,HHS,Ecstasy,,,CAN,0.8,,America
38,Americas,North America,Canada,0.8,,,2011.0,15-64,ARQ,HHS,Ecstasy,,,CAN,0.8,,America
39,Americas,North America,Canada,0.88,,,2010.0,15-64,ARQ ,HHS ,Ecstasy,,,CAN,0.88,,America
40,Americas,North America,Mexico,0.1,,,2011.0,12-65,Government source,HHS,Ecstasy,,,MEX,0.1,,America
41,Americas,North America,United States of America,1.2,1.3,1.1,2020.0,15-64,ARQ,HHS,Ecstasy,,,USA,1.2,,America
42,Americas,North America,United States of America,1.2,1.4,1.0,2018.0,15-64,ARQ,HHS,Ecstasy,,,USA,1.2,,America
43,Americas,North America,United States of America,1.2,1.4,0.9,2017.0,15-64,ARQ,HHS,Ecstasy,,,USA,1.2,,America
44,Americas,North America,United States of America,1.2,1.4,0.9,2016.0,15-64,ARQ,HHS,Ecstasy,,,USA,1.2,,America
45,Americas,North America,United States of America,1.2,1.6,0.9,2015.0,15-64,ARQ,HHS,Ecstasy,,,USA,1.2,,America
46,Americas,North America,United States of America,1.1,1.4,0.9,2014.0,15-64,ARQ,HHS,Ecstasy,,,USA,1.1,,America
47,Americas,North America,United States of America,1.2,1.5,1.0,2013.0,15-64,ARQ,HHS,Ecstasy,,,USA,1.2,,America
48,Americas,North America,United States of America,1.2,,,2012.0,15-64,ARQ,HHS,Ecstasy,,,USA,1.2,,America
49,Americas,North America,United States of America,1.2,,,2011.0,15-64,ARQ,HHS,Ecstasy,,,USA,1.2,,America
50,Americas,North America,United States of America,1.3,,,2010.0,15-64,ARQ,HHS,Ecstasy,,,USA,1.3,,America
51,Americas,South America,Argentina,0.33,0.46,0.22,2017.0,15-64,ARQ,HHS,Ecstasy,,,ARG,0.33,,America
52,Americas,South America,Argentina,0.1,0.1,0.1,2011.0,16-65,ARQ,HHS,Ecstasy,,,ARG,0.1,,America
53,Americas,South America,Argentina,0.2,,,2008.0,12-65,Government source ,HHS,Ecstasy,,,ARG,0.2,,America
54,Americas,South America,Bolivia (Plurinational State of),0.06,0.05,0.07,2018.0,15-64,ARQ,HHS,Ecstasy,,,BOL,0.06,,America
55,Americas,South America,Bolivia (Plurinational State of),0.01,0.02,0.0,2014.0,12-65,ARQ,HHS,Ecstasy,,,BOL,0.01,,America
56,Americas,South America,Bolivia (Plurinational State of),0.01,0.02,0.0,2013.0,12-65,ARQ,HHS,Ecstasy,,,BOL,0.01,,America
57,Americas,South America,Bolivia (Plurinational State of),0.1,0.0,0.1,2007.0,12-65,ARQ,HHS,Ecstasy,,,BOL,0.1,,America
58,Americas,South America,Brazil,0.25,0.16,0.34,2012.0,15-64,Government source,HHS,Ecstasy,,,BRA,0.25,,America
59,Americas,South America,Brazil,0.2,,,2005.0,15-64,UNODC Estimate ,,Ecstasy,,,BRA,0.2,,America
60,Americas,South America,Chile,0.3,0.54,0.08,2020.0,15-64,ARQ,HHS,Ecstasy,,,CHL,0.3,,America
61,Americas,South America,Chile,0.27,0.36,0.17,2018.0,15-64,ARQ,HHS,Ecstasy,,,CHL,0.27,,America
62,Americas,South America,Chile,0.06,0.09,0.03,2016.0,15-64,ARQ,HHS,Ecstasy,,,CHL,0.06,,America
63,Americas,South America,Chile,0.08,0.1,0.05,2014.0,15-64,ARQ,HHS,Ecstasy,,,CHL,0.08,,America
64,Americas,South America,Chile,0.05,0.1,0.0,2012.0,15-64,ARQ,HHS,Ecstasy,,,CHL,0.05,,America
65,Americas,South America,Chile,0.01,,,2010.0,15-64,ARQ,HHS,Ecstasy,,,CHL,0.01,,America
66,Americas,South America,Chile,0.1,,,2008.0,15-64,ARQ ,HHS ,Ecstasy,,,CHL,0.1,,America
67,Americas,South America,Colombia,0.16,0.22,0.1,2019.0,12-65,Government source,HHS,Ecstasy,0.11,0.21,COL,0.16,,America
68,Americas,South America,Colombia,0.19,0.29,0.1,2013.0,12-65,ARQ,HHS,Ecstasy,0.09,0.29,COL,0.19,,America
69,Americas,South America,Colombia,0.28,0.41,0.17,2008.0,12-65,ARQ,HHS,Ecstasy,0.17,0.39,COL,0.28,,America
70,Americas,South America,Ecuador,0.01,0.01,0.0,2013.0,12-65,ARQ,HHS,Ecstasy,,,ECU,0.01,,America
71,Americas,South America,Ecuador,0.2,,,2005.0,15-64,UNODC Estimate ,,Ecstasy,,,ECU,0.2,,America
72,Americas,South America,Guyana,0.28,,,2010.0,15-64,UNODC Estimate,SS,Ecstasy,0.08,0.48,GUY,0.28,,
73,Americas,South America,Guyana,0.13,,,2002.0,15-64,UNODC Estimate,,Ecstasy,,,GUY,0.13,,
74,Americas,South America,Paraguay,0.09,,,2005.0,15-64,UNODC Estimate,,Ecstasy,,,PRY,0.09,,America
75,Americas,South America,Peru,0.3,,,2017.0,12-65,Government source/UNODC Estimates,SS,Ecstasy,0.03,0.57,PER,0.3,,America
76,Americas,South America,Peru,0.04,,,2010.0,12-65,Government source,HHS,Ecstasy,,,PER,0.04,,America
77,Americas,South America,Peru,0.04,,,2006.0,12-64,ARQ,HHS,Ecstasy,,,PER,0.04,,America
78,Americas,South America,Suriname,0.1,0.1,0.2,2013.0,12-65,ARQ,HHS,Ecstasy,,,SUR,0.1,,America
79,Americas,South America,Suriname,0.1,,,2007.0,12-65,Government source,HHS,Ecstasy,0.01,0.21,SUR,0.1,,America
80,Americas,South America,Suriname,0.1,,,2002.0,15-65,UNODC Estimate ,,Ecstasy,,,SUR,0.1,,America
81,Americas,South America,Uruguay,0.9,1.1,0.6,2018.0,15-65,ARQ,HHS,Ecstasy,,,URY,0.9,,America
82,Americas,South America,Uruguay,0.4,0.7,0.1,2014.0,15-65,ARQ,HHS,Ecstasy,,,URY,0.4,,America
83,Americas,South America,Uruguay,0.2,0.2,0.1,2011.0,15-65,ARQ,HHS,Ecstasy,,,URY,0.2,,America
84,Americas,South America,Uruguay,0.1,,,2006.0,15-64,ARQ ,HHS ,Ecstasy,,,URY,0.1,,America
85,Americas,South America,Venezuela (Bolivarian Republic of),0.13,,,2011.0,15-64,Government source,HHS,Ecstasy,,,VEN,0.13,,America
86,Americas,South America,Venezuela (Bolivarian Republic of),0.04,,,2005.0,15-64,Government source ,HHS ,Ecstasy,,,VEN,0.04,,America
87,Asia,Central Asia and Transcaucasia,Armenia,0.1,,,2005.0,15-64,UNODC Estimate,HHS,Ecstasy,,,ARM,0.1,,Asia
88,Asia,Central Asia and Transcaucasia,Georgia,0.1,0.1,0.0,2015.0,18-64,ARQ,HHS,Ecstasy,,,GEO,0.1,,Asia
89,Asia,Central Asia and Transcaucasia,Georgia,0.54,,,2009.0,15-64,ARQ,SS,Ecstasy,0.17,0.91,GEO,0.54,,Asia
90,Asia,Central Asia and Transcaucasia,Georgia,1.72,,,2007.0,15-64,ARQ ,SS ,Ecstasy,0.7,2.4,GEO,1.72,,Asia
91,Asia,East and South-East Asia,Cambodia,0.14,,,2003.0,15-64,UNODC Estimate,,Ecstasy,,,KHM,0.14,,Asia
92,Asia,East and South-East Asia,"China, Taiwan Province of China",0.52,,,2005.0,15-64,AMCEWG,,Ecstasy,,,TWN,0.52,,Asia
93,Asia,East and South-East Asia,Indonesia,0.37,0.72,0.08,2019.0,15-64,ARQ,HHS,Ecstasy,,,IDN,0.37,,Asia
94,Asia,East and South-East Asia,Indonesia,0.27,,,2015.0,10-59,Government source,HHS,Ecstasy,,,IDN,0.27,,Asia
95,Asia,East and South-East Asia,Indonesia,0.03,0.05,0.0,2015.0,10-60,ARQ,HHS,Ecstasy,,,IDN,0.03,,Asia
96,Asia,East and South-East Asia,Indonesia,0.19,,,2010.0,10-60,ARQ,HHS,Ecstasy,,,IDN,0.19,,Asia
97,Asia,East and South-East Asia,Indonesia,0.2,,,2008.0,10-59,ARQ ,HHS ,Ecstasy,,,IDN,0.2,,Asia
98,Asia,East and South-East Asia,Japan,0.03,,,2019.0,15-64,ARQ,HHS,Ecstasy,,,JPN,0.03,,Asia
99,Asia,East and South-East Asia,Japan,0.0,,,2017.0,15-64,ARQ,HHS,Ecstasy,,,JPN,0.0,,Asia
100,Asia,East and South-East Asia,Japan,0.1,,,2009.0,15-64,UNODC Estimate,HHS,Ecstasy,,,JPN,0.1,,Asia
101,Asia,East and South-East Asia,Malaysia,0.44,,,2003.0,15-64,UNODC Estimate,,Ecstasy,,,MYS,0.44,,Asia
102,Asia,East and South-East Asia,Philippines,0.02,,,2012.0,10-69,ARQ,HHS,Ecstasy,,,PHL,0.02,,Asia
103,Asia,East and South-East Asia,Philippines,0.18,,,2004.0,15-64,Government source,HHS,Ecstasy,,,PHL,0.18,,Asia
104,Asia,East and South-East Asia,Republic of Korea,0.08,,,2004.0,15-64,ARQ,HHS,Ecstasy,0.04,0.08,PRK,0.08,,Asia
105,Asia,East and South-East Asia,Thailand,0.44,,,2019.0,12-65,Government source,HHS,Ecstasy,,,THA,0.44,,Asia
106,Asia,East and South-East Asia,Thailand,0.3,,,2007.0,15-64,ARQ,HHS,Ecstasy,,,THA,0.3,,Asia
107,Asia,East and South-East Asia,Viet Nam,0.22,,,2003.0,15-64,UNODC Estimate,,Ecstasy,,,VNM,0.22,,Asia
108,Asia,Near and Middle East/South-West Asia,Iran (Islamic Republic of),0.08,,,2011.0,15-64,Government source,,Ecstasy,,,IRN,0.08,,Asia
109,Asia,Near and Middle East/South-West Asia,Israel,0.6,0.5,0.7,2020.0,18-86,ARQ,HHS,Ecstasy,,,ISR,0.6,,Asia
110,Asia,Near and Middle East/South-West Asia,Israel,0.6,0.9,0.3,2016.0,18-65,ARQ,HHS,Ecstasy,,,ISR,0.6,,Asia
111,Asia,Near and Middle East/South-West Asia,Israel,1.0,1.27,0.58,2009.0,18-40,ARQ,HHS,Ecstasy,,,ISR,1.0,,Asia
112,Asia,Near and Middle East/South-West Asia,Israel,0.7,,,2005.0,18-40,ARQ ,HHS ,Ecstasy,,,ISR,0.7,,Asia
113,Asia,Near and Middle East/South-West Asia,Lebanon,1.0,,,2009.0,15-64,Government source/ NGO/Academic research,SS,Ecstasy,0.3,1.7,LBN,1.0,,Asia
114,Asia,Near and Middle East/South-West Asia,Lebanon,0.5,,,2001.0,15-64,UNODC Estimate ,,Ecstasy,,,LBN,0.5,,Asia
115,Europe,Eastern Europe,Belarus,0.31,,,2007.0,15-64,ESPAD,SS,Ecstasy,0.3,0.33,BLR,0.31,,Europe
116,Europe,Eastern Europe,Republic of Moldova,0.1,,,2010.0,15-64,Government sources,HHS,Ecstasy,,,MDA,0.1,,Europe
117,Europe,Eastern Europe,Republic of Moldova,0.32,,,2008.0,15-64,Government source,HHS ,Ecstasy,,,MDA,0.32,,Europe
118,Europe,Eastern Europe,Russian Federation,0.68,,,2007.0,15-64,ESPAD/UNODC Estimate,SS,Ecstasy,,,RUS,0.68,,Europe
119,Europe,Eastern Europe,Ukraine,0.57,,,2015.0,15-64,ESPAD/UNODC Estimate,SS,Ecstasy,0.01,1.12,UKR,0.57,,Europe
120,Europe,Eastern Europe,Ukraine,0.93,,,2011.0,15-64,ESPAD,SS,Ecstasy,0.37,1.49,UKR,0.93,,Europe
121,Europe,Eastern Europe,Ukraine,0.68,,,2007.0,15-64,ESPAD ,SS ,Ecstasy,0.68,0.69,UKR,0.68,,Europe
122,Europe,South-Eastern Europe,Albania,0.2,,,2014.0,15-64,Public health research,HHS,Ecstasy,,,ALB,0.2,,Europe
123,Europe,South-Eastern Europe,Albania,0.2,0.5,0.1,2014.0,15-64,ARQ,HHS,Ecstasy,,,ALB,0.2,,Europe
124,Europe,South-Eastern Europe,Albania,1.19,,,2011.0,15-64,ESPAD,SS,Ecstasy,0.54,1.84,ALB,1.19,,Europe
125,Europe,South-Eastern Europe,Albania,0.97,,,2006.0,15-64,Government source,SS ,Ecstasy,0.26,2.08,ALB,0.97,,Europe
126,Europe,South-Eastern Europe,Bosnia and Herzegovina,0.5,,,2011.0,15-64,ARQ,SS,Ecstasy,0.11,0.88,BIH,0.5,,Africa
127,Europe,South-Eastern Europe,Bosnia and Herzegovina,1.42,,,2008.0,15-64,ESPAD ,SS ,Ecstasy,0.37,2.67,BIH,1.42,,Africa
128,Europe,South-Eastern Europe,Bulgaria,0.2,0.2,0.3,2020.0,15-64,ARQ,HHS,Ecstasy,,,BGR,0.2,,Europe
129,Europe,South-Eastern Europe,Bulgaria,1.3,1.8,0.7,2016.0,15-64,ARQ,HHS,Ecstasy,,,BGR,1.3,,Europe
130,Europe,South-Eastern Europe,Bulgaria,1.2,1.7,0.8,2012.0,15-64,ARQ,HHS,Ecstasy,,,BGR,1.2,,Europe
131,Europe,South-Eastern Europe,Bulgaria,0.7,,,2008.0,15-64,ARQ,HHS,Ecstasy,,,BGR,0.7,,Europe
132,Europe,South-Eastern Europe,Croatia,1.2,1.9,0.5,2019.0,15-64,ARQ,HHS,Ecstasy,,,HRV,1.2,,Europe
133,Europe,South-Eastern Europe,Croatia,0.6,1.0,0.2,2015.0,15-64,ARQ,HHS,Ecstasy,,,HRV,0.6,,Europe
134,Europe,South-Eastern Europe,Croatia,0.4,,,2011.0,15-64,ARQ,HHS,Ecstasy,,,HRV,0.4,,Europe
135,Europe,South-Eastern Europe,Croatia,0.79,,,2007.0,15-64,ESPAD ,SS ,Ecstasy,0.78,0.8,HRV,0.79,,Europe
136,Europe,South-Eastern Europe,Montenegro,0.9,1.2,0.5,2017.0,15-64,ARQ,HHS,Ecstasy,,,MNE,0.9,,Europe
137,Europe,South-Eastern Europe,Montenegro,0.9,,,2015.0,15-64,ESPAD/UNODC Estimate,SS,Ecstasy,0.24,1.57,MNE,0.9,,Europe
138,Europe,South-Eastern Europe,Montenegro,0.86,,,2011.0,15-64,ESPAD,SS,Ecstasy,0.31,1.4,MNE,0.86,,Europe
139,Europe,South-Eastern Europe,Montenegro,0.45,,,2008.0,15-64,ESPAD ,SS ,Ecstasy,0.12,1.47,MNE,0.45,,Europe
140,Europe,South-Eastern Europe,North Macedonia,0.8,1.2,0.4,2017.0,15-64,ARQ,HHS,Ecstasy,,,MKD,0.8,,Europe
141,Europe,South-Eastern Europe,North Macedonia,0.63,,,2015.0,15-64,ESPAD/UNODC Estimate,SS,Ecstasy,0.12,1.14,MKD,0.63,,Europe
142,Europe,South-Eastern Europe,North Macedonia,0.75,,,2008.0,15-64,ESPAD,SS,Ecstasy,0.2,1.82,MKD,0.75,,Europe
143,Europe,South-Eastern Europe,North Macedonia,0.1,,,1999.0,15-64,UNODC Estimate ,,Ecstasy,,,MKD,0.1,,Europe
144,Europe,South-Eastern Europe,Romania,0.5,0.7,0.2,2019.0,15-64,ARQ,HHS,Ecstasy,,,ROU,0.5,,Europe
145,Europe,South-Eastern Europe,Romania,0.1,0.2,0.1,2016.0,15-64,ARQ,HHS,Ecstasy,,,ROU,0.1,,Europe
146,Europe,South-Eastern Europe,Romania,0.2,0.1,0.2,2013.0,15-64,EMCDDA,HHS,Ecstasy,,,ROU,0.2,,Europe
147,Europe,South-Eastern Europe,Romania,0.2,,,2010.0,15-64,ARQ,HHS,Ecstasy,,,ROU,0.2,,Europe
148,Europe,South-Eastern Europe,Romania,0.1,,,2007.0,15-64,ARQ ,HHS ,Ecstasy,,,ROU,0.1,,Europe
149,Europe,South-Eastern Europe,Serbia,0.4,0.3,0.4,2018.0,15-64,ARQ ,HHS ,Ecstasy,,,SRB,0.4,,Europe
150,Europe,South-Eastern Europe,Serbia,0.1,0.1,0.1,2014.0,18-64,Government sources,HHS,Ecstasy,,,SRB,0.1,,Europe
151,Europe,South-Eastern Europe,Serbia,0.63,,,2008.0,15-64,Government sources,HHS,Ecstasy,0.39,0.86,SRB,0.63,,Europe
152,Europe,South-Eastern Europe,Türkiye,0.1,0.2,,2018.0,15-64,ARQ,HHS,Ecstasy,,,TUR,0.1,,Asia
153,Europe,South-Eastern Europe,Türkiye,0.1,0.2,,2017.0,15-64,EMCDDA,HHS,Ecstasy,,,TUR,0.1,,Asia
154,Europe,South-Eastern Europe,Türkiye,,0.1,,2011.0,15-64,ARQ,HHS,Ecstasy,,,TUR,,,Asia
155,Europe,South-Eastern Europe,Türkiye,0.26,,,2003.0,15-64,UNODC Estimate,,Ecstasy,,,TUR,0.26,,Asia
