,Region,Sub-region,Country/Territory,Total,Male,Female,Year,Age,Source,Method,Drug,Low,High,ISO3
10,Americas,Caribbean,Dominican Republic,0.23,,,2010,12-65,CICAD,HHS,Ecstasy,,,DOM
11,Americas,Caribbean,Dominican Republic,0.05,,,2008,15-64,Government source,SS,Ecstasy,0.02,0.52,DOM
12,Americas,Caribbean,Dominican Republic,0.16,,,2000,15-64,UNODC Estimate ,,Ecstasy,,,DOM
13,Americas,Caribbean,Haiti,0.24,,,2010,15-64,UNODC Estimate,SS,Ecstasy,0.06,0.41,HTI
14,Americas,Caribbean,Haiti,0.56,,,2005,15-64,UNODC Estimate,SS,Ecstasy,0.11,1.17,HTI
15,Americas,Caribbean,Jamaica,0.23,,,2010,15-64,UNODC Estimate,SS,Ecstasy,0.06,0.4,JAM
16,Americas,Caribbean,Puerto Rico,0.42,,,2005,15-64,Government source,SS,Ecstasy,0.09,0.99,PRI
17,Americas,Caribbean,Saint Lucia,0.17,,,2010,15-64,UNODC Estimate,SS,Ecstasy,0.03,0.3,LCA
18,Americas,Caribbean,Trinidad and Tobago,0.14,,,2010,15-64,UNODC Estimate,SS,Ecstasy,0.02,0.26,TTO
19,Americas,Caribbean,Trinidad and Tobago,0.13,,,2006,15-64,UNODC Estimate,SS,Ecstasy,0.04,0.62,TTO
20,Americas,Caribbean,Trinidad and Tobago,0.11,,,2005,15-64,UNODC Estimate ,,Ecstasy,,,TTO
21,Americas,Central America,Belize,0.5,,,2005,12-65,Government source,HHS,Ecstasy,,,BLZ
22,Americas,Central America,Costa Rica,0.42,0.57,0.27,2015,12-70,ARQ,HHS,Ecstasy,,,CRI
23,Americas,Central America,Costa Rica,0.46,0.63,0.29,2015,15-64,ARQ,HHS,Ecstasy,,,CRI
24,Americas,Central America,Costa Rica,0.2,0.32,0.07,2010,15-64,ARQ,HHS,Ecstasy,,,CRI
25,Americas,Central America,Costa Rica,0.15,,,2006,12-70,ARQ,SS,Ecstasy,0.11,0.38,CRI
26,Americas,Central America,El Salvador,0.02,0.04,0,2014,12-65,Government source,HHS,Ecstasy,,,SLV
27,Americas,Central America,El Salvador,0.02,,,2005,15-64,UNODC Estimate,HHS,Ecstasy,0,0.03,SLV
28,Americas,Central America,Guatemala,0.08,,,2005,15-64,UNODC Estimate,,Ecstasy,,,GTM
29,Americas,Central America,Honduras,0.08,,,2005,15-64,UNODC Estimate,,Ecstasy,,,HND
30,Americas,Central America,Nicaragua,0.01,,,2006,12-65,UNODC Estimate,"HHS, c",Ecstasy,0,0.02,NIC
31,Americas,Central America,Panama,0.04,,,2015,12-65,ARQ,HHS,Ecstasy,,,PAN
32,Americas,Central America,Panama,0.4,,,2003,15-64,UNODC Estimate,,Ecstasy,,,PAN
33,Americas,North America,Canada,1.1,1.3,1,2019,15+,ARQ/Government source,HHS,Ecstasy,0.7,1.6,CAN
34,Americas,North America,Canada,0.9,1.2,0.6,2017,15+,ARQ,HHS,Ecstasy,,,CAN
35,Americas,North America,Canada,0.91,1.17,0.64,2015,15-64,ARQ,HHS,Ecstasy,,,CAN
36,Americas,North America,Canada,0.5,0.8,0.2,2013,15-64,ARQ,HHS,Ecstasy,,,CAN
37,Americas,North America,Canada,0.8,,,2012,15-64,ARQ,HHS,Ecstasy,,,CAN
38,Americas,North America,Canada,0.8,,,2011,15-64,ARQ,HHS,Ecstasy,,,CAN
39,Americas,North America,Canada,0.88,,,2010,15-64,ARQ ,HHS ,Ecstasy,,,CAN
40,Americas,North America,Mexico,0.1,,,2011,12-65,Government source,HHS,Ecstasy,,,MEX
41,Americas,North America,United States of America,1.2,1.3,1.1,2020,15-64,ARQ,HHS,Ecstasy,,,USA
42,Americas,North America,United States of America,1.2,1.4,1,2018,15-64,ARQ,HHS,Ecstasy,,,USA
43,Americas,North America,United States of America,1.2,1.4,0.9,2017,15-64,ARQ,HHS,Ecstasy,,,USA
44,Americas,North America,United States of America,1.2,1.4,0.9,2016,15-64,ARQ,HHS,Ecstasy,,,USA
45,Americas,North America,United States of America,1.2,1.6,0.9,2015,15-64,ARQ,HHS,Ecstasy,,,USA
46,Americas,North America,United States of America,1.1,1.4,0.9,2014,15-64,ARQ,HHS,Ecstasy,,,USA
47,Americas,North America,United States of America,1.2,1.5,1,2013,15-64,ARQ,HHS,Ecstasy,,,USA
48,Americas,North America,United States of America,1.2,,,2012,15-64,ARQ,HHS,Ecstasy,,,USA
49,Americas,North America,United States of America,1.2,,,2011,15-64,ARQ,HHS,Ecstasy,,,USA
50,Americas,North America,United States of America,1.3,,,2010,15-64,ARQ,HHS,Ecstasy,,,USA
51,Americas,South America,Argentina,0.33,0.46,0.22,2017,15-64,ARQ,HHS,Ecstasy,,,ARG
52,Americas,South America,Argentina,0.1,0.1,0.1,2011,16-65,ARQ,HHS,Ecstasy,,,ARG
53,Americas,South America,Argentina,0.2,,,2008,12-65,Government source ,HHS,Ecstasy,,,ARG
54,Americas,South America,Bolivia (Plurinational State of),0.06,0.05,0.07,2018,15-64,ARQ,HHS,Ecstasy,,,BOL
55,Americas,South America,Bolivia (Plurinational State of),0.01,0.02,0,2014,12-65,ARQ,HHS,Ecstasy,,,BOL
56,Americas,South America,Bolivia (Plurinational State of),0.01,0.02,0,2013,12-65,ARQ,HHS,Ecstasy,,,BOL
57,Americas,South America,Bolivia (Plurinational State of),0.1,0,0.1,2007,12-65,ARQ,HHS,Ecstasy,,,BOL
58,Americas,South America,Brazil,0.25,0.16,0.34,2012,15-64,Government source,HHS,Ecstasy,,,BRA
59,Americas,South America,Brazil,0.2,,,2005,15-64,UNODC Estimate ,,Ecstasy,,,BRA
60,Americas,South America,Chile,0.3,0.54,0.08,2020,15-64,ARQ,HHS,Ecstasy,,,CHL
61,Americas,South America,Chile,0.27,0.36,0.17,2018,15-64,ARQ,HHS,Ecstasy,,,CHL
62,Americas,South America,Chile,0.06,0.09,0.03,2016,15-64,ARQ,HHS,Ecstasy,,,CHL
63,Americas,South America,Chile,0.08,0.1,0.05,2014,15-64,ARQ,HHS,Ecstasy,,,CHL
64,Americas,South America,Chile,0.05,0.1,0,2012,15-64,ARQ,HHS,Ecstasy,,,CHL
65,Americas,South America,Chile,0.01,,,2010,15-64,ARQ,HHS,Ecstasy,,,CHL
66,Americas,South America,Chile,0.1,,,2008,15-64,ARQ ,HHS ,Ecstasy,,,CHL
67,Americas,South America,Colombia,0.16,0.22,0.1,2019,12-65,Government source,HHS,Ecstasy,0.11,0.21,COL
68,Americas,South America,Colombia,0.19,0.29,0.1,2013,12-65,ARQ,HHS,Ecstasy,0.09,0.29,COL
69,Americas,South America,Colombia,0.28,0.41,0.17,2008,12-65,ARQ,HHS,Ecstasy,0.17,0.39,COL
70,Americas,South America,Ecuador,0.01,0.01,0,2013,12-65,ARQ,HHS,Ecstasy,,,ECU
71,Americas,South America,Ecuador,0.2,,,2005,15-64,UNODC Estimate ,,Ecstasy,,,ECU
72,Americas,South America,Guyana,0.28,,,2010,15-64,UNODC Estimate,SS,Ecstasy,0.08,0.48,GUY
73,Americas,South America,Guyana,0.13,,,2002,15-64,UNODC Estimate,,Ecstasy,,,GUY
74,Americas,South America,Paraguay,0.09,,,2005,15-64,UNODC Estimate,,Ecstasy,,,PRY
75,Americas,South America,Peru,0.301,,,2017,12-65,Government source/UNODC Estimates,SS,Ecstasy,0.027,0.575,PER
76,Americas,South America,Peru,0.04,,,2010,12-65,Government source,HHS,Ecstasy,,,PER
77,Americas,South America,Peru,0.04,,,2006,12-64,ARQ,HHS,Ecstasy,,,PER
78,Americas,South America,Suriname,0.1,0.1,0.2,2013,12-65,ARQ,HHS,Ecstasy,,,SUR
79,Americas,South America,Suriname,0.1,,,2007,12-65,Government source,HHS,Ecstasy,0.01,0.21,SUR
80,Americas,South America,Suriname,0.1,,,2002,15-65,UNODC Estimate ,,Ecstasy,,,SUR
81,Americas,South America,Uruguay,0.9,1.1,0.6,2018,15-65,ARQ,HHS,Ecstasy,,,URY
82,Americas,South America,Uruguay,0.4,0.7,0.1,2014,15-65,ARQ,HHS,Ecstasy,,,URY
83,Americas,South America,Uruguay,0.2,0.2,0.1,2011,15-65,ARQ,HHS,Ecstasy,,,URY
84,Americas,South America,Uruguay,0.1,,,2006,15-64,ARQ ,HHS ,Ecstasy,,,URY
85,Americas,South America,Venezuela (Bolivarian Republic of),0.13,,,2011,15-64,Government source,HHS,Ecstasy,,,VEN
86,Americas,South America,Venezuela (Bolivarian Republic of),0.04,,,2005,15-64,Government source ,HHS ,Ecstasy,,,VEN
87,Asia,Central Asia and Transcaucasia,Armenia,0.1,,,2005,15-64,UNODC Estimate,HHS,Ecstasy,,,ARM
88,Asia,Central Asia and Transcaucasia,Georgia,0.1,0.1,0,2015,18-64,ARQ,HHS,Ecstasy,,,GEO
89,Asia,Central Asia and Transcaucasia,Georgia,0.54,,,2009,15-64,ARQ,SS,Ecstasy,0.17,0.91,GEO
90,Asia,Central Asia and Transcaucasia,Georgia,1.72,,,2007,15-64,ARQ ,SS ,Ecstasy,0.7,2.4,GEO
91,Asia,East and South-East Asia,Cambodia,0.14,,,2003,15-64,UNODC Estimate,,Ecstasy,,,KHM
92,Asia,East and South-East Asia,"China, Taiwan Province of China",0.52,,,2005,15-64,AMCEWG,,Ecstasy,,,TWN
93,Asia,East and South-East Asia,Indonesia,0.37,0.72,0.08,2019,15-64,ARQ,HHS,Ecstasy,,,IDN
94,Asia,East and South-East Asia,Indonesia,0.27,,,2015,10-59,Government source,HHS,Ecstasy,,,IDN
95,Asia,East and South-East Asia,Indonesia,0.03,0.05,0,2015,10-60,ARQ,HHS,Ecstasy,,,IDN
96,Asia,East and South-East Asia,Indonesia,0.19,,,2010,10-60,ARQ,HHS,Ecstasy,,,IDN
97,Asia,East and South-East Asia,Indonesia,0.2,,,2008,10-59,ARQ ,HHS ,Ecstasy,,,IDN
98,Asia,East and South-East Asia,Japan,0.03,,,2019,15-64,ARQ,HHS,Ecstasy,,,JPN
99,Asia,East and South-East Asia,Japan,0,,,2017,15-64,ARQ,HHS,Ecstasy,,,JPN
100,Asia,East and South-East Asia,Japan,0.1,,,2009,15-64,UNODC Estimate,HHS,Ecstasy,,,JPN
101,Asia,East and South-East Asia,Malaysia,0.44,,,2003,15-64,UNODC Estimate,,Ecstasy,,,MYS
102,Asia,East and South-East Asia,Philippines,0.02,,,2012,10-69,ARQ,HHS,Ecstasy,,,PHL
103,Asia,East and South-East Asia,Philippines,0.18,,,2004,15-64,Government source,HHS,Ecstasy,,,PHL
104,Asia,East and South-East Asia,Republic of Korea,0.08,,,2004,15-64,ARQ,HHS,Ecstasy,0.04,0.08,PRK
105,Asia,East and South-East Asia,Thailand,0.439,,,2019,12-65,Government source,HHS,Ecstasy,,,THA
106,Asia,East and South-East Asia,Thailand,0.3,,,2007,15-64,ARQ,HHS,Ecstasy,,,THA
107,Asia,East and South-East Asia,Viet Nam,0.22,,,2003,15-64,UNODC Estimate,,Ecstasy,,,VNM
108,Asia,Near and Middle East/South-West Asia,Iran (Islamic Republic of),0.08,,,2011,15-64,Government source,,Ecstasy,,,IRN
109,Asia,Near and Middle East/South-West Asia,Israel,0.6,0.5,0.7,2020,18-86,ARQ,HHS,Ecstasy,,,ISR
110,Asia,Near and Middle East/South-West Asia,Israel,0.6,0.9,0.3,2016,18-65,ARQ,HHS,Ecstasy,,,ISR
111,Asia,Near and Middle East/South-West Asia,Israel,1,1.27,0.58,2009,18-40,ARQ,HHS,Ecstasy,,,ISR
112,Asia,Near and Middle East/South-West Asia,Israel,0.7,,,2005,18-40,ARQ ,HHS ,Ecstasy,,,ISR
113,Asia,Near and Middle East/South-West Asia,Lebanon,1,,,2009,15-64,Government source/ NGO/Academic research,SS,Ecstasy,0.3,1.7,LBN
114,Asia,Near and Middle East/South-West Asia,Lebanon,0.5,,,2001,15-64,UNODC Estimate ,,Ecstasy,,,LBN
115,Europe,Eastern Europe,Belarus,0.31,,,2007,15-64,ESPAD,SS,Ecstasy,0.3,0.33,BLR
116,Europe,Eastern Europe,Republic of Moldova,0.1,,,2010,15-64,Government sources,HHS,Ecstasy,,,MDA
117,Europe,Eastern Europe,Republic of Moldova,0.32,,,2008,15-64,Government source,HHS ,Ecstasy,,,MDA
118,Europe,Eastern Europe,Russian Federation,0.68,,,2007,15-64,ESPAD/UNODC Estimate,SS,Ecstasy,,,RUS
119,Europe,Eastern Europe,Ukraine,0.57,,,2015,15-64,ESPAD/UNODC Estimate,SS,Ecstasy,0.01,1.12,UKR
120,Europe,Eastern Europe,Ukraine,0.93,,,2011,15-64,ESPAD,SS,Ecstasy,0.37,1.49,UKR
121,Europe,Eastern Europe,Ukraine,0.68,,,2007,15-64,ESPAD ,SS ,Ecstasy,0.68,0.69,UKR
122,Europe,South-Eastern Europe,Albania,0.2,,,2014,15-64,Public health research,HHS,Ecstasy,,,ALB
123,Europe,South-Eastern Europe,Albania,0.2,0.5,0.1,2014,15-64,ARQ,HHS,Ecstasy,,,ALB
124,Europe,South-Eastern Europe,Albania,1.19,,,2011,15-64,ESPAD,SS,Ecstasy,0.54,1.84,ALB
125,Europe,South-Eastern Europe,Albania,0.97,,,2006,15-64,Government source,SS ,Ecstasy,0.26,2.08,ALB
126,Europe,South-Eastern Europe,Bosnia and Herzegovina,0.5,,,2011,15-64,ARQ,SS,Ecstasy,0.11,0.88,BIH
127,Europe,South-Eastern Europe,Bosnia and Herzegovina,1.42,,,2008,15-64,ESPAD ,SS ,Ecstasy,0.37,2.67,BIH
128,Europe,South-Eastern Europe,Bulgaria,0.2,0.2,0.3,2020,15-64,ARQ,HHS,Ecstasy,,,BGR
129,Europe,South-Eastern Europe,Bulgaria,1.3,1.8,0.7,2016,15-64,ARQ,HHS,Ecstasy,,,BGR
130,Europe,South-Eastern Europe,Bulgaria,1.2,1.7,0.8,2012,15-64,ARQ,HHS,Ecstasy,,,BGR
131,Europe,South-Eastern Europe,Bulgaria,0.7,,,2008,15-64,ARQ,HHS,Ecstasy,,,BGR
132,Europe,South-Eastern Europe,Croatia,1.2,1.9,0.5,2019,15-64,ARQ,HHS,Ecstasy,,,HRV
133,Europe,South-Eastern Europe,Croatia,0.6,1,0.2,2015,15-64,ARQ,HHS,Ecstasy,,,HRV
134,Europe,South-Eastern Europe,Croatia,0.4,,,2011,15-64,ARQ,HHS,Ecstasy,,,HRV
135,Europe,South-Eastern Europe,Croatia,0.79,,,2007,15-64,ESPAD ,SS ,Ecstasy,0.78,0.8,HRV
136,Europe,South-Eastern Europe,Montenegro,0.9,1.2,0.5,2017,15-64,ARQ,HHS,Ecstasy,,,MNE
137,Europe,South-Eastern Europe,Montenegro,0.9,,,2015,15-64,ESPAD/UNODC Estimate,SS,Ecstasy,0.24,1.57,MNE
138,Europe,South-Eastern Europe,Montenegro,0.86,,,2011,15-64,ESPAD,SS,Ecstasy,0.31,1.4,MNE
139,Europe,South-Eastern Europe,Montenegro,0.45,,,2008,15-64,ESPAD ,SS ,Ecstasy,0.12,1.47,MNE
140,Europe,South-Eastern Europe,North Macedonia,0.8,1.2,0.4,2017,15-64,ARQ,HHS,Ecstasy,,,MKD
141,Europe,South-Eastern Europe,North Macedonia,0.63,,,2015,15-64,ESPAD/UNODC Estimate,SS,Ecstasy,0.12,1.14,MKD
142,Europe,South-Eastern Europe,North Macedonia,0.75,,,2008,15-64,ESPAD,SS,Ecstasy,0.2,1.82,MKD
143,Europe,South-Eastern Europe,North Macedonia,0.1,,,1999,15-64,UNODC Estimate ,,Ecstasy,,,MKD
144,Europe,South-Eastern Europe,Romania,0.5,0.7,0.2,2019,15-64,ARQ,HHS,Ecstasy,,,ROU
145,Europe,South-Eastern Europe,Romania,0.1,0.2,0.1,2016,15-64,ARQ,HHS,Ecstasy,,,ROU
146,Europe,South-Eastern Europe,Romania,0.2,0.1,0.2,2013,15-64,EMCDDA,HHS,Ecstasy,,,ROU
147,Europe,South-Eastern Europe,Romania,0.2,,,2010,15-64,ARQ,HHS,Ecstasy,,,ROU
148,Europe,South-Eastern Europe,Romania,0.1,,,2007,15-64,ARQ ,HHS ,Ecstasy,,,ROU
149,Europe,South-Eastern Europe,Serbia,0.4,0.3,0.4,2018,15-64,ARQ ,HHS ,Ecstasy,,,SRB
150,Europe,South-Eastern Europe,Serbia,0.1,0.1,0.1,2014,18-64,Government sources,HHS,Ecstasy,,,SRB
151,Europe,South-Eastern Europe,Serbia,0.63,,,2008,15-64,Government sources,HHS,Ecstasy,0.39,0.86,SRB
152,Europe,South-Eastern Europe,Türkiye,0.1,0.2,,2018,15-64,ARQ,HHS,Ecstasy,,,TUR
153,Europe,South-Eastern Europe,Türkiye,0.1,0.2,,2017,15-64,EMCDDA,HHS,Ecstasy,,,TUR
154,Europe,South-Eastern Europe,Türkiye,,0.1,,2011,15-64,ARQ,HHS,Ecstasy,,,TUR
155,Europe,South-Eastern Europe,Türkiye,0.26,,,2003,15-64,UNODC Estimate,,Ecstasy,,,TUR
156,Europe,Western and Central Europe,Austria,1.47,,,2020,15-64,Government source,HHS,Ecstasy,1.15,1.84,AUT
157,Europe,Western and Central Europe,Austria,0.4,0.5,0.4,2015,15-64,Government source,HHS,Ecstasy,0.2,0.7,AUT
158,Europe,Western and Central Europe,Austria,0.5,,,2008,15-64,ARQ,HHS,Ecstasy,,,AUT
159,Europe,Western and Central Europe,Austria,0.9,,,2004,15-64,EMCDDA ,HHS ,Ecstasy,,,AUT
160,Europe,Western and Central Europe,Belgium,1.2,1.9,0.5,2018,15-64,ARQ,HHS,Ecstasy,,,BEL
161,Europe,Western and Central Europe,Belgium,0.3,0.4,0.3,2013,15-64,EMCDDA,HHS,Ecstasy,,,BEL
162,Europe,Western and Central Europe,Belgium,0.9,,,2008,15-64,ARQ,HHS,Ecstasy,,,BEL
163,Europe,Western and Central Europe,Belgium,1.12,,,2007,15-64,ESPAD ,SS ,Ecstasy,,,BEL
164,Europe,Western and Central Europe,Cyprus,0.3,0.5,0.1,2019,15-64,ARQ,HHS,Ecstasy,,,CYP
165,Europe,Western and Central Europe,Cyprus,0.1,0.1,0.1,2016,15-64,ARQ,HHS,Ecstasy,,,CYP
166,Europe,Western and Central Europe,Cyprus,0.3,0.5,0.1,2012,15-64,ARQ,HHS,Ecstasy,,,CYP
167,Europe,Western and Central Europe,Cyprus,0.6,1,0.2,2009,15-64,ARQ,HHS,Ecstasy,,,CYP
168,Europe,Western and Central Europe,Cyprus,1,1.8,0.2,2006,15-64,ARQ ,,Ecstasy,,,CYP
169,Europe,Western and Central Europe,Czechia,1.5,1.7,1.2,2019,15-64,ARQ,HHS,Ecstasy,,,CZE
170,Europe,Western and Central Europe,Czechia,0.9,1.1,0.7,2018,15-64,ARQ,HHS,Ecstasy,,,CZE
171,Europe,Western and Central Europe,Czechia,0.8,1.3,0.3,2017,15-64,EMCDDA,HHS,Ecstasy,,,CZE
172,Europe,Western and Central Europe,Czechia,1.6,2.4,0.9,2016,15-64,ARQ,HHS,Ecstasy,,,CZE
173,Europe,Western and Central Europe,Czechia,1.3,1.6,1,2015,15-64,ARQ,HHS,Ecstasy,,,CZE
174,Europe,Western and Central Europe,Czechia,1.6,2.3,0.9,2014,15-64,ARQ,HHS,Ecstasy,,,CZE
175,Europe,Western and Central Europe,Czechia,1.1,1.2,0.9,2013,15-64,ARQ,HHS,Ecstasy,,,CZE
176,Europe,Western and Central Europe,Czechia,0.6,0.7,0.5,2012,15-64,ARQ,HHS,Ecstasy,,,CZE
177,Europe,Western and Central Europe,Czechia,2.2,,,2010,15-64,ARQ,HHS,Ecstasy,,,CZE
178,Europe,Western and Central Europe,Czechia,3.6,,,2008,15-64,Government source,HHS ,Ecstasy,,,CZE
179,Europe,Western and Central Europe,Denmark,0.5,0.8,0.3,2017,16-64,ARQ,HHS,Ecstasy,,,DNK
180,Europe,Western and Central Europe,Denmark,0.2,0.4,0.1,2013,16-64,ARQ,HHS,Ecstasy,,,DNK
181,Europe,Western and Central Europe,Denmark,0.3,,,2010,16-64,ARQ,HHS,Ecstasy,,,DNK
182,Europe,Western and Central Europe,Denmark,0.4,,,2008,16-64,ARQ ,HHS ,Ecstasy,,,DNK
183,Europe,Western and Central Europe,Estonia,0.98,1.54,0.6,2018,16-64,ARQ,HHS,Ecstasy,,,EST
184,Europe,Western and Central Europe,Estonia,1.2,1.6,0.8,2008,15-64,ARQ,HHS,Ecstasy,,,EST
185,Europe,Western and Central Europe,Estonia,1.7,,,2003,15-64,ARQ ,HHS ,Ecstasy,,,EST
186,Europe,Western and Central Europe,Finland,1.4,1.9,0.8,2018,15-64,ARQ,HHS,Ecstasy,,,FIN
187,Europe,Western and Central Europe,Finland,1.1,1.6,0.5,2014,15-64,ARQ,HHS,Ecstasy,,,FIN
188,Europe,Western and Central Europe,Finland,0.4,0.6,0.2,2010,15-64,ARQ,HHS,Ecstasy,,,FIN
189,Europe,Western and Central Europe,Finland,0.5,,,2006,15-64,ARQ ,,Ecstasy,,,FIN
190,Europe,Western and Central Europe,France,1,1.5,0.6,2017,15-64,ARQ,HHS,Ecstasy,,,FRA
191,Europe,Western and Central Europe,France,0.6,0.8,0.3,2017,18-64,EMCDDA,HHS,Ecstasy,,,FRA
192,Europe,Western and Central Europe,France,0.9,1.2,0.6,2014,15-64,ARQ,HHS,Ecstasy,,,FRA
193,Europe,Western and Central Europe,France,0.3,0.4,0.1,2010,15-64,ARQ,HHS,Ecstasy,,,FRA
194,Europe,Western and Central Europe,France,0.5,,,2005,15-64,ARQ ,,Ecstasy,,,FRA
195,Europe,Western and Central Europe,Germany,1.08,1.18,0.97,2018,18-64,ARQ,HHS,Ecstasy,,,DEU
196,Europe,Western and Central Europe,Germany,0.6,0.7,0.6,2015,18-64,ARQ/Academic,HHS,Ecstasy,0.5,0.9,DEU
197,Europe,Western and Central Europe,Germany,0.4,0.7,0.1,2012,18-64,ARQ,HHS,Ecstasy,,,DEU
198,Europe,Western and Central Europe,Germany,0.4,0.6,0.2,2009,18-64,ARQ,HHS,Ecstasy,,,DEU
199,Europe,Western and Central Europe,Germany,0.4,,,2006,18-64,Government source ,HHS ,Ecstasy,,,DEU
200,Europe,Western and Central Europe,Greece,0.2,0.3,0.1,2015,18-64,ARQ,HHS,Ecstasy,,,GRC
201,Europe,Western and Central Europe,Greece,0.2,0.2,0.1,2004,15-64,EMCDDA,,Ecstasy,,,GRC
202,Europe,Western and Central Europe,Hungary,0.6,1.2,0.3,2019,18-64,ARQ,HHS,Ecstasy,,,HUN
203,Europe,Western and Central Europe,Hungary,0.88,0.99,0.81,2015,18-64,ARQ,HHS,Ecstasy,,,HUN
204,Europe,Western and Central Europe,Hungary,0.5,,,2007,18-64,ARQ,HHS,Ecstasy,0.2,0.8,HUN
205,Europe,Western and Central Europe,Iceland,0.52,,,2015,15-64,ESPAD/UNODC Estimate,SS,Ecstasy,0.37,0.67,ISL
206,Europe,Western and Central Europe,Iceland,0.58,,,2011,15-64,ESPAD,SS,Ecstasy,0.16,1,ISL
207,Europe,Western and Central Europe,Iceland,0.5,,,2007,15-64,ESPAD ,SS ,Ecstasy,,,ISL
208,Europe,Western and Central Europe,Ireland,2.7,3.9,1.6,2019,15-64,ARQ,HHS,Ecstasy,,,IRL
209,Europe,Western and Central Europe,Ireland,2.1,3.1,1.1,2015,15-64,ARQ,HHS,Ecstasy,,,IRL
210,Europe,Western and Central Europe,Ireland,0.5,0.6,0.3,2011,15-64,ARQ,HHS,Ecstasy,,,IRL
211,Europe,Western and Central Europe,Ireland,1.2,,,2007,15-64,Government source ,,Ecstasy,,,IRL
212,Europe,Western and Central Europe,Italy,0.35,0.45,0.26,2017,15-64,ARQ,HHS,Ecstasy,,,ITA
213,Europe,Western and Central Europe,Italy,0.4,0.6,0.3,2013,15-64,ARQ,HHS,Ecstasy,,,ITA
214,Europe,Western and Central Europe,Italy,0.06,0.11,0.02,2012,15-64,ARQ,HHS,Ecstasy,,,ITA
215,Europe,Western and Central Europe,Italy,0.66,,,2008,15-64,ARQ,HHS,Ecstasy,0.7,0.7,ITA
216,Europe,Western and Central Europe,Italy,0.5,,,2005,15-64,EMCDDA ,HHS ,Ecstasy,,,ITA
217,Europe,Western and Central Europe,Latvia,0.7,0.9,0.5,2020,15-64,ARQ,HHS,Ecstasy,,,LVA
218,Europe,Western and Central Europe,Latvia,0.3,0.5,0.2,2015,15-64,ARQ,HHS,Ecstasy,,,LVA
219,Europe,Western and Central Europe,Latvia,0.4,0.6,0.1,2011,15-64,ARQ,HHS,Ecstasy,,,LVA
220,Europe,Western and Central Europe,Latvia,1.5,,,2007,15-64,ARQ ,,Ecstasy,,,LVA
221,Europe,Western and Central Europe,Lithuania,0.4,0.6,0.2,2016,15-64,ARQ,HHS,Ecstasy,,,LTU
222,Europe,Western and Central Europe,Lithuania,0.2,0.2,0.1,2012,15-64,ARQ,HHS,Ecstasy,,,LTU
223,Europe,Western and Central Europe,Lithuania,1,,,2008,15-64,ARQ,HHS,Ecstasy,,,LTU
224,Europe,Western and Central Europe,Lithuania,0.4,,,2004,15-64,ARQ ,HHS ,Ecstasy,,,LTU
225,Europe,Western and Central Europe,Luxembourg,0.3,0.4,0.2,2019,15-64,ARQ,HHS,Ecstasy,,,LUX
226,Europe,Western and Central Europe,Luxembourg,0.2,,,2014,15-64,Government source,HHS,Ecstasy,,,LUX
227,Europe,Western and Central Europe,Luxembourg,0.48,,,2010,15-64,ARQ,SS,Ecstasy,0.11,0.86,LUX
228,Europe,Western and Central Europe,Luxembourg,0.71,,,2006,15-64,ARQ,SS,Ecstasy,0.23,1.2,LUX
229,Europe,Western and Central Europe,Malta,0,,,2013,15-64,ARQ,HHS,Ecstasy,,,MLT
230,Europe,Western and Central Europe,Malta,0.86,,,2011,15-64,ESPAD,SS,Ecstasy,0.31,1.4,MLT
231,Europe,Western and Central Europe,Malta,0.88,,,2007,15-64,ESPAD ,SS ,Ecstasy,0.87,0.89,MLT
232,Europe,Western and Central Europe,Netherlands,4,4.5,3.5,2020,15-64,ARQ,HHS,Ecstasy,,,NLD
233,Europe,Western and Central Europe,Netherlands,4.2,5.6,2.9,2019,15-64,EMCDDA,HHS,Ecstasy,,,NLD
234,Europe,Western and Central Europe,Netherlands,3.5,4.2,2.9,2018,15-64,EMCDDA,HHS,Ecstasy,,,NLD
235,Europe,Western and Central Europe,Netherlands,3.3,4.1,2.6,2017,15-64,EMCDDA,HHS,Ecstasy,2.9,3.8,NLD
236,Europe,Western and Central Europe,Netherlands,3.6,4.6,2.5,2016,15-64,EMCDDA,HHS,Ecstasy,,,NLD
237,Europe,Western and Central Europe,Netherlands,3.4,4.4,2.4,2015,15-64,EMCDDA,HHS,Ecstasy,,,NLD
238,Europe,Western and Central Europe,Netherlands,2.5,,,2014,15-64,ARQ,HHS,Ecstasy,,,NLD
239,Europe,Western and Central Europe,Netherlands,1.4,,,2009,15-64,ARQ,HHS,Ecstasy,,,NLD
240,Europe,Western and Central Europe,Netherlands,1.2,,,2005,15-64,ARQ ,,Ecstasy,,,NLD
241,Europe,Western and Central Europe,Norway,0.9,1.4,0.5,2020,16-64,ARQ,HHS,Ecstasy,,,NOR
242,Europe,Western and Central Europe,Norway,0.6,0.7,0.5,2019,16-64,ARQ,HHS,Ecstasy,,,NOR
243,Europe,Western and Central Europe,Norway,0.7,1.3,0.1,2018,16-64,ARQ,HHS,Ecstasy,,,NOR
244,Europe,Western and Central Europe,Norway,1,1.3,0.7,2017,16-64,ARQ,HHS,Ecstasy,,,NOR
245,Europe,Western and Central Europe,Norway,0.6,0.6,0.6,2016,16-64,ARQ,HHS,Ecstasy,,,NOR
246,Europe,Western and Central Europe,Norway,0.6,1,0.2,2015,16-64,ARQ,HHS,Ecstasy,,,NOR
