,Entity,Code,Year,Anxiety_disorders_%,Mental_disorders_male(%),Mental_disorders_female(%),Total,Depressive_disorders(%),World Population,Yearly Change,Net Change,Density (P/Km²)
3170,Tuvalu,TUV,2003,4.13,8.431035777659153e-06,9.15190500771923e-06,1.758294078537838e-05,4.4975971527661275e-06,6381185114,1.26 %,79411926.0,43.0
3171,Uganda,UGA,2003,3.93,0.023915259826138933,0.02686370900350596,0.050778968829644895,0.020931064937603064,6381185114,1.26 %,79411926.0,43.0
3172,Ukraine,UKR,2003,3.05,0.043109703775316616,0.05755717683133805,0.10066688060665467,0.041604419125459646,6381185114,1.26 %,79411926.0,43.0
3173,United Arab Emirates,ARE,2003,4.36,0.0050358984147783805,0.0025879205359156734,0.007623818950694055,0.0024033309998096383,6381185114,1.26 %,79411926.0,43.0
3174,United Kingdom,GBR,2003,4.69,0.0628501904951946,0.07277405242188685,0.13562424291708144,0.044700568139637895,6381185114,1.26 %,79411926.0,43.0
3175,United States,USA,2003,6.95,0.34832374555683515,0.4165774150898579,0.764901160646693,0.21661600083774032,6381185114,1.26 %,79411926.0,43.0
3176,United States Virgin Islands,VIR,2003,4.5,0.00011325482447052544,0.0001282990518804749,0.00024155387635100032,6.0976134220951235e-05,6381185114,1.26 %,79411926.0,43.0
3177,Uruguay,URY,2003,5.44,0.0029445000676719124,0.003906421699835991,0.006850921767507903,0.0014850532982046318,6381185114,1.26 %,79411926.0,43.0
3178,Uzbekistan,UZB,2003,2.12,0.021011363501403667,0.0207763758034743,0.04178773930487797,0.011172250722454124,6381185114,1.26 %,79411926.0,43.0
3179,Vanuatu,VUT,2003,4.02,0.00017808604196527624,0.00017325935233791746,0.0003513453943031937,7.866877249786049e-05,6381185114,1.26 %,79411926.0,43.0
3180,Venezuela,VEN,2003,3.9,0.02461362539936496,0.024912049589539617,0.049525674988904575,0.011302900434867402,6381185114,1.26 %,79411926.0,43.0
3181,Vietnam,VNM,2003,2.15,0.054423260537932734,0.06960349716631023,0.12402675770424297,0.030852732914464703,6381185114,1.26 %,79411926.0,43.0
3182,Wales,,2003,4.6,0.002974071377174594,0.003527401195526578,0.0065014725727011715,0.002197648203189236,6381185114,1.26 %,79411926.0,43.0
3183,Western Pacific Region (WHO),,2003,3.55,1.5706310381140904,1.5936870688312084,3.1643181069452986,0.833195120501248,6381185114,1.26 %,79411926.0,43.0
3184,World,OWID_WRL,2003,3.95,6.078462214628679,6.607481642790029,12.685943857418708,3.5113511048035706,6381185114,1.26 %,79411926.0,43.0
3185,World Bank High Income,,2003,5.37,1.1126511883228216,1.3390264891788877,2.451677677501709,0.692715541240448,6381185114,1.26 %,79411926.0,43.0
3186,World Bank Low Income,,2003,3.64,0.4022601999694943,0.4234384133555164,0.8256986133250106,0.24759308369439037,6381185114,1.26 %,79411926.0,43.0
3187,World Bank Lower Middle Income,,2003,3.18,2.312411227128679,2.407228379301958,4.719639606430636,1.3153718079083452,6381185114,1.26 %,79411926.0,43.0
3188,World Bank Upper Middle Income,,2003,4.25,2.247497172356752,2.43385674017292,4.681353912529672,1.253733492615303,6381185114,1.26 %,79411926.0,43.0
3189,Yemen,YEM,2003,4.91,0.02195169039880638,0.023181461963148433,0.045133152361954816,0.011680682924629539,6381185114,1.26 %,79411926.0,43.0
3190,Zambia,ZMB,2003,3.83,0.008156745035621294,0.008546860657645546,0.01670360569326684,0.004709720759246415,6381185114,1.26 %,79411926.0,43.0
3191,Zimbabwe,ZWE,2003,3.31,0.008738094727524308,0.008952960771292866,0.017691055498817176,0.004563478331965532,6381185114,1.26 %,79411926.0,43.0
3192,Afghanistan,AFG,2004,4.79,0.02953446719251024,0.028414544348272848,0.05794901154078309,0.012623647721624097,6461159389,1.25 %,79974275.0,43.0
3193,African Region (WHO),,2004,3.5,0.5947888403035959,0.6368818894958235,1.2316707297994194,0.3949408064974142,6461159389,1.25 %,79974275.0,43.0
3194,Albania,ALB,2004,3.95,0.0024732558102816367,0.002860570199129629,0.005333826009411265,0.0011880994629337102,6461159389,1.25 %,79974275.0,43.0
3195,Algeria,DZA,2004,4.9,0.0347732483403065,0.03808102929930677,0.07285427763961326,0.019871340771841158,6461159389,1.25 %,79974275.0,43.0
3196,American Samoa,ASM,2004,4.16,4.51931274899555e-05,4.559553204979757e-05,9.078865953975308e-05,2.0584540945767402e-05,6461159389,1.25 %,79974275.0,43.0
3197,Andorra,AND,2004,5.96,8.34215606749521e-05,9.389955632930138e-05,0.00017732111700425349,4.9913642518872086e-05,6461159389,1.25 %,79974275.0,43.0
3198,Angola,AGO,2004,4.03,0.0139903064694385,0.015569125282880404,0.029559431752318906,0.011160396402349145,6461159389,1.25 %,79974275.0,43.0
3199,Antigua and Barbuda,ATG,2004,4.46,8.102261041435515e-05,9.362096855710303e-05,0.0001746435789714582,3.816652479117475e-05,6461159389,1.25 %,79974275.0,43.0
3200,Argentina,ARG,2004,5.46,0.03544704382156513,0.04239510024568441,0.07784214406724954,0.015840825746266076,6461159389,1.25 %,79974275.0,43.0
3201,Armenia,ARM,2004,3.35,0.002616032043533294,0.0031330445174380765,0.005749076560971371,0.0015588843106312663,6461159389,1.25 %,79974275.0,43.0
3202,Australia,AUS,2004,6.04,0.02589655972345492,0.02924845041305326,0.05514501013650818,0.016019570756328233,6461159389,1.25 %,79974275.0,43.0
3203,Austria,AUT,2004,6.35,0.008384485931770906,0.010814390389278786,0.019198876321049694,0.004827214145668555,6461159389,1.25 %,79974275.0,43.0
3204,Azerbaijan,AZE,2004,2.69,0.006787558913136108,0.0072297550931071765,0.014017314006243285,0.0034487618488310903,6461159389,1.25 %,79974275.0,43.0
3205,Bahamas,BHS,2004,4.44,0.00033678166239090127,0.00035863532541001675,0.000695416987800918,0.00015094814123614247,6461159389,1.25 %,79974275.0,43.0
3206,Bahrain,BHR,2004,5.12,0.0010937510707492006,0.0008480366556702506,0.0019417877264194512,0.0006649735351390199,6461159389,1.25 %,79974275.0,43.0
3207,Bangladesh,BGD,2004,3.35,0.1218588573036052,0.11658775997423394,0.23844661727783914,0.0786059388760267,6461159389,1.25 %,79974275.0,43.0
3208,Barbados,BRB,2004,4.45,0.0002711742420381885,0.00030350590071165324,0.0005746801427498417,0.00014132138599684375,6461159389,1.25 %,79974275.0,43.0
3209,Belarus,BLR,2004,3.76,0.009098970704868956,0.011693303856367689,0.020792274561236643,0.007633320435333405,6461159389,1.25 %,79974275.0,43.0
3210,Belgium,BEL,2004,5.46,0.010553926299371779,0.011958132488039137,0.022512058787410916,0.006218435048731779,6461159389,1.25 %,79974275.0,43.0
3211,Belize,BLZ,2004,4.2,0.0002907527715843507,0.00026886815436832434,0.000559620925952675,0.00011886411613796516,6461159389,1.25 %,79974275.0,43.0
3212,Benin,BEN,2004,3.2,0.0054542997437885985,0.006027385745397528,0.011481685489186126,0.0034838019997342614,6461159389,1.25 %,79974275.0,43.0
3213,Bermuda,BMU,2004,4.48,6.689201952451633e-05,7.746287776959838e-05,0.0001443548972941147,3.9033242304680745e-05,6461159389,1.25 %,79974275.0,43.0
3214,Bhutan,BTN,2004,3.27,0.0006176136138652995,0.0005439426252172898,0.0011615562390825892,0.00034167242550282796,6461159389,1.25 %,79974275.0,43.0
3215,Bolivia,BOL,2004,5.82,0.009249949800302009,0.010265448661260381,0.019515398461562392,0.004147769523473676,6461159389,1.25 %,79974275.0,43.0
3216,Bosnia and Herzegovina,BIH,2004,3.79,0.0034453259329739775,0.004279665356511142,0.00772499128948512,0.0022304356126138587,6461159389,1.25 %,79974275.0,43.0
3217,Botswana,BWA,2004,3.65,0.0013702339575576133,0.0015515172117664653,0.0029217511693240784,0.0009843898930628904,6461159389,1.25 %,79974275.0,43.0
3218,Brazil,BRA,2004,8.91,0.20773491554551093,0.2968908340608033,0.5046257496063142,0.12935141352848617,6461159389,1.25 %,79974275.0,43.0
3219,Brunei,BRN,2004,3.1,0.0002897158059878346,0.0002564709985054975,0.0005461868044933321,8.402516751471522e-05,6461159389,1.25 %,79974275.0,43.0
3220,Bulgaria,BGR,2004,3.56,0.006147503506510386,0.008168936381581655,0.014316439888092041,0.004339995086290542,6461159389,1.25 %,79974275.0,43.0
3221,Burkina Faso,BFA,2004,3.09,0.01010314032975793,0.010816758385342474,0.020919898715100402,0.006240226803357071,6461159389,1.25 %,79974275.0,43.0
3222,Burundi,BDI,2004,3.6,0.005911586094753745,0.006331479775850488,0.012243065870604232,0.003770097366963439,6461159389,1.25 %,79974275.0,43.0
3223,Cambodia,KHM,2004,4.53,0.011335210229403614,0.013941321452826954,0.025276531682230572,0.005315253491264708,6461159389,1.25 %,79974275.0,43.0
3224,Cameroon,CMR,2004,3.22,0.012953371827119307,0.014000180858253084,0.026953552685372396,0.008748104882883582,6461159389,1.25 %,79974275.0,43.0
3225,Canada,CAN,2004,3.72,0.030525264604333694,0.03333604497773209,0.06386130958206579,0.017794391544610138,6461159389,1.25 %,79974275.0,43.0
3226,Cape Verde,CPV,2004,3.17,0.0003903633772437184,0.00040676910160651044,0.0007971324788502288,0.0002978103284800424,6461159389,1.25 %,79974275.0,43.0
3227,Central African Republic,CAF,2004,4.26,0.0037254459379194244,0.003932885488518011,0.007658331426437435,0.002781296500840741,6461159389,1.25 %,79974275.0,43.0
3228,Chad,TCD,2004,3.27,0.007138130670250828,0.0077953811332605715,0.0149335118035114,0.00493338704107304,6461159389,1.25 %,79974275.0,43.0
3229,Chile,CHL,2004,6.0,0.01511657492404263,0.021850536645227465,0.03696711156927009,0.01054256610910547,6461159389,1.25 %,79974275.0,43.0
3230,China,CHN,2004,3.55,1.191438724310969,1.1783864073934238,2.369825131704393,0.6542981910022649,6461159389,1.25 %,79974275.0,43.0
3231,Colombia,COL,2004,5.49,0.03693603355557152,0.04281917274336412,0.07975520629893565,0.01604927130826427,6461159389,1.25 %,79974275.0,43.0
3232,Comoros,COM,2004,3.55,0.0004611865797759226,0.0004925277041482377,0.0009537142839241604,0.0003015248321093538,6461159389,1.25 %,79974275.0,43.0
3233,Congo,COG,2004,3.78,0.00300148918056663,0.00339904940859214,0.006400538589158769,0.0026231515088228075,6461159389,1.25 %,79974275.0,43.0
3234,Cook Islands,COK,2004,4.15,1.6219999181326496e-05,1.6653357938079493e-05,3.287335711940599e-05,9.286259073278527e-06,6461159389,1.25 %,79974275.0,43.0
3235,Costa Rica,CRI,2004,4.26,0.0037177383428886033,0.004130342310612824,0.007848080653501427,0.0019492322107765294,6461159389,1.25 %,79974275.0,43.0
3236,Cote d'Ivoire,CIV,2004,3.22,0.014149627720939046,0.01368098117970759,0.02783060890064664,0.008136558291612824,6461159389,1.25 %,79974275.0,43.0
3237,Croatia,HRV,2004,3.79,0.003613500084791052,0.004779451819834993,0.008392951904626043,0.002723984805260157,6461159389,1.25 %,79974275.0,43.0
3238,Cuba,CUB,2004,4.39,0.013256490800369575,0.014267950138631072,0.027524440939000645,0.008295956928605651,6461159389,1.25 %,79974275.0,43.0
3239,Cyprus,CYP,2004,7.01,0.001046360195278569,0.001284846805378817,0.002331207000657386,0.0005147373404318288,6461159389,1.25 %,79974275.0,43.0
3240,Czechia,CZE,2004,3.44,0.008112212815742379,0.010476386036109904,0.018588598851852284,0.005963620099761016,6461159389,1.25 %,79974275.0,43.0
3241,Democratic Republic of Congo,COD,2004,3.83,0.051886214194119464,0.05335381457806039,0.10524002877217986,0.03479018028601678,6461159389,1.25 %,79974275.0,43.0
3242,Denmark,DNK,2004,5.33,0.004853834755011954,0.006477924081436091,0.011331758836448045,0.003541639916662331,6461159389,1.25 %,79974275.0,43.0
3243,Djibouti,DJI,2004,3.31,0.0006352575061045287,0.0005637997425356504,0.001199057248640179,0.0003965542166259041,6461159389,1.25 %,79974275.0,43.0
3244,Dominica,DMA,2004,4.39,7.476986263834761e-05,7.292808792214738e-05,0.000147697950560495,3.262572354411856e-05,6461159389,1.25 %,79974275.0,43.0
3245,Dominican Republic,DOM,2004,4.59,0.009974386347706922,0.01012798107277895,0.02010236742048587,0.00504421854311262,6461159389,1.25 %,79974275.0,43.0
3246,East Asia & Pacific (WB),,2004,3.49,1.850519555415351,1.9063359156515618,3.7568554710669124,0.9764793468400227,6461159389,1.25 %,79974275.0,43.0
3247,Eastern Mediterranean Region (WHO),,2004,4.71,0.5571120263846504,0.5589743392105011,1.1160863655951516,0.2862427915257238,6461159389,1.25 %,79974275.0,43.0
3248,Ecuador,ECU,2004,5.33,0.01316451040424875,0.014599562450137849,0.027764072854386597,0.006274245465762182,6461159389,1.25 %,79974275.0,43.0
3249,Egypt,EGY,2004,4.06,0.07541898762466824,0.07759488194232504,0.15301386956699328,0.03862950671437151,6461159389,1.25 %,79974275.0,43.0
3250,El Salvador,SLV,2004,4.46,0.0049447317542408945,0.006197788599392189,0.011142520353633084,0.0028453562113479073,6461159389,1.25 %,79974275.0,43.0
3251,England,,2004,4.57,0.0522573859692784,0.059932107642980174,0.11218949361225858,0.03682271024068061,6461159389,1.25 %,79974275.0,43.0
3252,Equatorial Guinea,GNQ,2004,3.9,0.0006094262287823589,0.0006803268168068405,0.0012897530455891993,0.00048639877315987377,6461159389,1.25 %,79974275.0,43.0
3253,Eritrea,ERI,2004,3.76,0.0038555464275360565,0.004002563385764511,0.007858109813300568,0.002488392412571081,6461159389,1.25 %,79974275.0,43.0
3254,Estonia,EST,2004,3.65,0.0011820324403391683,0.001655925717947027,0.0028379581582861956,0.0011455993505750056,6461159389,1.25 %,79974275.0,43.0
3255,Eswatini,SWZ,2004,3.6,0.0007526822520861357,0.000871592799519467,0.001624275051605603,0.0005204174355649842,6461159389,1.25 %,79974275.0,43.0
3256,Ethiopia,ETH,2004,3.43,0.06382921007986915,0.06251374957374542,0.12634295965361458,0.03615569372854547,6461159389,1.25 %,79974275.0,43.0
3257,Europe & Central Asia (WB),,2004,4.54,0.8144645230326789,1.0277094094451227,1.8421739324778017,0.5597587959457163,6461159389,1.25 %,79974275.0,43.0
3258,European Region (WHO),,2004,4.53,0.8232910658505347,1.0376691854118876,1.8609602512624224,0.5658243172617081,6461159389,1.25 %,79974275.0,43.0
3259,Fiji,FJI,2004,4.07,0.000709454716100024,0.0007235388756944964,0.0014329935917945205,0.00036027589784629597,6461159389,1.25 %,79974275.0,43.0
3260,Finland,FIN,2004,3.98,0.005411010299408665,0.006080379330509037,0.011491389629917702,0.004193922231067871,6461159389,1.25 %,79974275.0,43.0
3261,France,FRA,2004,7.29,0.0628892549364719,0.09233540980519525,0.15522466474166716,0.043153524501297516,6461159389,1.25 %,79974275.0,43.0
3262,G20,,2004,3.93,4.134473287484473,4.539833121891122,8.674306409375594,2.4202946496913915,6461159389,1.25 %,79974275.0,43.0
3263,Gabon,GAB,2004,4.0,0.0011543748653992539,0.0012648658712728128,0.0024192407366720667,0.0009771930422810995,6461159389,1.25 %,79974275.0,43.0
3264,Gambia,GMB,2004,3.32,0.001093596299764646,0.0014210762259838131,0.002514672525748459,0.0009334083307505912,6461159389,1.25 %,79974275.0,43.0
3265,Georgia,GEO,2004,2.69,0.003493753774041125,0.0042750996124667805,0.0077688533865079065,0.0025769214157363362,6461159389,1.25 %,79974275.0,43.0
3266,Germany,DEU,2004,6.62,0.07828138412141561,0.10666170860500343,0.18494309272641904,0.05079034276088185,6461159389,1.25 %,79974275.0,43.0
3267,Ghana,GHA,2004,2.99,0.015998026635278228,0.01725221330861677,0.033250239943895,0.01095834288201306,6461159389,1.25 %,79974275.0,43.0
3268,Greece,GRC,2004,6.03,0.01310466046452147,0.016853770885979297,0.029958431350500768,0.011670459659047424,6461159389,1.25 %,79974275.0,43.0
3269,Greenland,GRL,2004,5.18,7.518774429664515e-05,7.535799237965525e-05,0.0001505457366763004,5.836413827555555e-05,6461159389,1.25 %,79974275.0,43.0
3270,Grenada,GRD,2004,4.37,0.00011731640629241873,0.00011583060484069417,0.00023314701113311291,5.4030550708025564e-05,6461159389,1.25 %,79974275.0,43.0
3271,Guam,GUM,2004,4.16,0.00013570319925751022,0.00013598178702970857,0.0002716849862872188,7.713785870203364e-05,6461159389,1.25 %,79974275.0,43.0
3272,Guatemala,GTM,2004,4.25,0.010311322781082379,0.01224144077526641,0.022552763556348786,0.005993676624961527,6461159389,1.25 %,79974275.0,43.0
3273,Guinea,GIN,2004,3.37,0.00622869636500775,0.007205812021796573,0.013434508386804324,0.004112172197026109,6461159389,1.25 %,79974275.0,43.0
3274,Guinea-Bissau,GNB,2004,3.1,0.0009833993587617406,0.0011050338755232338,0.0020884332342849744,0.0006412161890098823,6461159389,1.25 %,79974275.0,43.0
3275,Guyana,GUY,2004,4.44,0.0009000397064806104,0.0008977490959092018,0.001797788802389812,0.0005419306024180794,6461159389,1.25 %,79974275.0,43.0
3276,Haiti,HTI,2004,4.52,0.009688168365970024,0.010144804678800039,0.01983297304477006,0.004321499953636262,6461159389,1.25 %,79974275.0,43.0
3277,Honduras,HND,2004,4.03,0.0056862859725375515,0.006251973921084768,0.011938259893622322,0.0025316663798525584,6461159389,1.25 %,79974275.0,43.0
3278,Hungary,HUN,2004,3.68,0.007956822747249518,0.01063363335641742,0.018590456103666938,0.005788434822343616,6461159389,1.25 %,79974275.0,43.0
3279,Iceland,ISL,2004,5.56,0.0002870846992504057,0.00033463034570559174,0.0006217150449559975,0.00014647525978251331,6461159389,1.25 %,79974275.0,43.0
3280,India,IND,2004,2.72,1.1673255287341433,1.182744495207809,2.350070023941952,0.6757880338679879,6461159389,1.25 %,79974275.0,43.0
3281,Indonesia,IDN,2004,3.56,0.1704375691264966,0.19177418871751037,0.36221175784400694,0.07790063202231273,6461159389,1.25 %,79974275.0,43.0
3282,Iran,IRN,2004,7.38,0.1007791730240506,0.10649121288841804,0.20727038591246863,0.04890555718807388,6461159389,1.25 %,79974275.0,43.0
3283,Iraq,IRQ,2004,5.17,0.029876526545474454,0.031949420772910145,0.061825947318384596,0.013141372142057831,6461159389,1.25 %,79974275.0,43.0
3284,Ireland,IRL,2004,6.81,0.004725374837831601,0.005614286510522732,0.010339661348354333,0.0029766174833486996,6461159389,1.25 %,79974275.0,43.0
3285,Israel,ISR,2004,3.38,0.00675479389570589,0.0074852046031146134,0.014239998498820504,0.004949189158596069,6461159389,1.25 %,79974275.0,43.0
3286,Italy,ITA,2004,5.36,0.053217755405538414,0.07731581438007457,0.13053356978561298,0.040684803480863334,6461159389,1.25 %,79974275.0,43.0
3287,Jamaica,JAM,2004,4.08,0.002796371194736363,0.0028021596295587066,0.00559853082429507,0.0011911639284278921,6461159389,1.25 %,79974275.0,43.0
3288,Japan,JPN,2004,2.87,0.10705157671509657,0.10564528111813773,0.21269685783323428,0.05400298599567638,6461159389,1.25 %,79974275.0,43.0
3289,Jordan,JOR,2004,5.1,0.00550483247024569,0.006006677387664116,0.011511509857909805,0.003066926352836333,6461159389,1.25 %,79974275.0,43.0
3290,Kazakhstan,KAZ,2004,2.25,0.011627448802439688,0.013134082428685308,0.024761531231124997,0.008343208510190183,6461159389,1.25 %,79974275.0,43.0
3291,Kenya,KEN,2004,3.44,0.0271093451584251,0.02874159091573526,0.055850936074160355,0.01863911610121092,6461159389,1.25 %,79974275.0,43.0
3292,Kiribati,KIR,2004,4.11,8.012493870393824e-05,8.30346332135655e-05,0.00016315957191750374,3.627831877960811e-05,6461159389,1.25 %,79974275.0,43.0
3293,Kuwait,KWT,2004,4.54,0.0025536438596593177,0.0019479476116047259,0.0045015914712640435,0.0014003059598565802,6461159389,1.25 %,79974275.0,43.0
3294,Kyrgyzstan,KGZ,2004,2.16,0.004368983691697626,0.004412118365093005,0.00878110205679063,0.0025035135377620694,6461159389,1.25 %,79974275.0,43.0
3295,Laos,LAO,2004,4.37,0.004881105402490482,0.0051975037262155365,0.010078609128706019,0.0019916704147414123,6461159389,1.25 %,79974275.0,43.0
3296,Latin America & Caribbean (WB),,2004,6.16,0.5346916848826867,0.6764523109336964,1.2111439958163832,0.2943351162699509,6461159389,1.25 %,79974275.0,43.0
3297,Latvia,LVA,2004,4.03,0.0020241568443994315,0.002739941693767741,0.004764098538167173,0.0017570376021565747,6461159389,1.25 %,79974275.0,43.0
3298,Lebanon,LBN,2004,6.11,0.004181679846189599,0.005257988226979491,0.009439668073169089,0.0029504147556635987,6461159389,1.25 %,79974275.0,43.0
3299,Lesotho,LSO,2004,3.62,0.0016383746882985308,0.0019290965056859705,0.003567471193984501,0.0013299470702780398,6461159389,1.25 %,79974275.0,43.0
3300,Liberia,LBR,2004,3.46,0.0024484924527528942,0.0029638179229260304,0.005412310375678925,0.0017118444746666193,6461159389,1.25 %,79974275.0,43.0
3301,Libya,LBY,2004,5.39,0.0059566399283576005,0.006316157448379579,0.01227279737673718,0.0034555872492499505,6461159389,1.25 %,79974275.0,43.0
3302,Lithuania,LTU,2004,4.66,0.0031261417315269387,0.004228188527048269,0.007354330258575208,0.0026635776899884803,6461159389,1.25 %,79974275.0,43.0
3303,Luxembourg,LUX,2004,5.88,0.0004564815418454615,0.000563521154763452,0.0010200026966089135,0.0002797640316809711,6461159389,1.25 %,79974275.0,43.0
3304,Madagascar,MDG,2004,3.9,0.014357175611226822,0.015047485156537437,0.029404660767764258,0.009093398949424989,6461159389,1.25 %,79974275.0,43.0
3305,Malawi,MWI,2004,3.79,0.009478871563556781,0.010197782786813093,0.01967665435036987,0.0054136414061460945,6461159389,1.25 %,79974275.0,43.0
3306,Malaysia,MYS,2004,4.77,0.02094331556506352,0.02398010800720706,0.04492342357227058,0.012838315077201385,6461159389,1.25 %,79974275.0,43.0
3307,Maldives,MDV,2004,3.78,0.00023531380491687793,0.00026292494856142607,0.000498238753478304,0.00012886232174019505,6461159389,1.25 %,79974275.0,43.0
3308,Mali,MLI,2004,2.66,0.008491200525621332,0.008662237940652667,0.017153438466274,0.004616292247917489,6461159389,1.25 %,79974275.0,43.0
3309,Malta,MLT,2004,6.9,0.0004319348636950953,0.0005343623012733574,0.0009662971649684527,0.00022359764138609148,6461159389,1.25 %,79974275.0,43.0
3310,Marshall Islands,MHL,2004,4.05,4.5858642723540466e-05,4.4094253499617546e-05,8.9952896223158e-05,1.984164021990512e-05,6461159389,1.25 %,79974275.0,43.0
3311,Mauritania,MRT,2004,2.78,0.0019989136968185696,0.0019997494601351647,0.003998663156953734,0.0011627324985652044,6461159389,1.25 %,79974275.0,43.0
3312,Mauritius,MUS,2004,3.97,0.0010534332292727162,0.0013601428893646504,0.0024135761186373666,0.0008664853570291639,6461159389,1.25 %,79974275.0,43.0
3313,Mexico,MEX,2004,3.78,0.08125550979191298,0.10040342002774884,0.1816589298196618,0.04735201247640975,6461159389,1.25 %,79974275.0,43.0
3314,Micronesia (country),FSM,2004,4.08,9.222802969611125e-05,9.116010990268422e-05,0.00018338813959879545,4.048808955949438e-05,6461159389,1.25 %,79974275.0,43.0
3315,Middle East & North Africa (WB),,2004,5.29,0.39426807893594895,0.4110714563893573,0.8053395353253063,0.21067085921411868,6461159389,1.25 %,79974275.0,43.0
3316,Moldova,MDA,2004,4.34,0.0037891187209652044,0.004624386770409696,0.0084135054913749,0.0024306783124306546,6461159389,1.25 %,79974275.0,43.0
3317,Monaco,MCO,2004,6.0,3.514849059235923e-05,4.576578013280768e-05,8.091427072516691e-05,2.60789108974572e-05,6461159389,1.25 %,79974275.0,43.0
3318,Mongolia,MNG,2004,2.0,0.0021392755027111747,0.002154891895052738,0.004294167397763912,0.001449182636778936,6461159389,1.25 %,79974275.0,43.0
3319,Montenegro,MNE,2004,3.93,0.0005100632566982786,0.0006391886891122166,0.001149251945810495,0.0003176519686999475,6461159389,1.25 %,79974275.0,43.0
3320,Morocco,MAR,2004,4.87,0.03413289886881012,0.039405837972897595,0.07353873684170771,0.0230123559949838,6461159389,1.25 %,79974275.0,43.0
3321,Mozambique,MOZ,2004,3.99,0.015909451200817607,0.017861144270248555,0.03377059547106616,0.010148766816004637,6461159389,1.25 %,79974275.0,43.0
3322,Myanmar,MMR,2004,3.9,0.03873860478138408,0.04512882014587305,0.08386742492725711,0.014238512697368777,6461159389,1.25 %,79974275.0,43.0
3323,Namibia,NAM,2004,3.51,0.0014274527905474644,0.001516523492158661,0.0029439762827061255,0.0008653864830388261,6461159389,1.25 %,79974275.0,43.0
3324,Nauru,NRU,2004,4.07,8.729083528881817e-06,8.682652233515423e-06,1.741173576239724e-05,4.178816582975337e-06,6461159389,1.25 %,79974275.0,43.0
3325,Nepal,NPL,2004,3.06,0.0246626944803884,0.02504073808726157,0.04970343256764997,0.015556805512509856,6461159389,1.25 %,79974275.0,43.0
3326,Netherlands,NLD,2004,6.96,0.01725855891898351,0.02122263076088928,0.038481189679872796,0.01021867686972797,6461159389,1.25 %,79974275.0,43.0
3327,New Zealand,NZL,2004,8.27,0.004833807389610583,0.006003705784760668,0.01083751317437125,0.0023602265602613815,6461159389,1.25 %,79974275.0,43.0
3328,Nicaragua,NIC,2004,4.42,0.004628890606060237,0.0052095913401092545,0.009838481946169491,0.002304292326443334,6461159389,1.25 %,79974275.0,43.0
3329,Niger,NER,2004,2.86,0.009132509577221948,0.009496623795485198,0.018629133372707146,0.005368711389329882,6461159389,1.25 %,79974275.0,43.0
3330,Nigeria,NGA,2004,2.85,0.10495460012246419,0.10869070978121942,0.2136453099036836,0.07395291947347439,6461159389,1.25 %,79974275.0,43.0
3331,Niue,NIU,2004,4.12,1.4393701563581718e-06,1.5477098455464212e-06,2.987080001904593e-06,8.512404150505317e-07,6461159389,1.25 %,79974275.0,43.0
3332,North America (WB),,2004,6.47,0.37570326838442275,0.44458861437321523,0.8202918827576381,0.23379578014616909,6461159389,1.25 %,79974275.0,43.0
3333,North Korea,PRK,2004,3.81,0.01978694415396351,0.022970908325320064,0.04275785247928357,0.010855451131481134,6461159389,1.25 %,79974275.0,43.0
3334,North Macedonia,MKD,2004,3.85,0.0017149863256530784,0.0020155515776581934,0.003730537903311272,0.0009510986542851868,6461159389,1.25 %,79974275.0,43.0
3335,Northern Ireland,,2004,8.35,0.0020559622817254105,0.0027140020767563826,0.004769964358481793,0.0013371284439613752,6461159389,1.25 %,79974275.0,43.0
3336,Northern Mariana Islands,MNP,2004,4.16,5.0192230291070444e-05,5.23745011732909e-05,0.00010256673146436134,2.64658383588438e-05,6461159389,1.25 %,79974275.0,43.0
3337,Norway,NOR,2004,7.46,0.005014270357601295,0.005827885946306594,0.01084215630390789,0.0024989632708161628,6461159389,1.25 %,79974275.0,43.0
3338,OECD Countries,,2004,5.22,1.1911815723201313,1.448026017734261,2.6392075900543923,0.745512254070165,6461159389,1.25 %,79974275.0,43.0
3339,Oman,OMN,2004,4.86,0.0026121782460178837,0.0022830732244608926,0.0048952514704787755,0.001323616937009755,6461159389,1.25 %,79974275.0,43.0
3340,Pakistan,PAK,2004,3.46,0.13428416600852253,0.12442396969322002,0.25870813570174256,0.06878776288303078,6461159389,1.25 %,79974275.0,43.0
3341,Palau,PLW,2004,4.07,1.920707918323109e-05,1.7040285399466097e-05,3.624736458269719e-05,1.0416087260527415e-05,6461159389,1.25 %,79974275.0,43.0
3342,Palestine,PSE,2004,5.73,0.004443722600139063,0.004348414627850314,0.008792137227989378,0.0028678753896006076,6461159389,1.25 %,79974275.0,43.0
3343,Panama,PAN,2004,3.69,0.0026763927275096043,0.002834475811133716,0.00551086853864332,0.0013685005225306012,6461159389,1.25 %,79974275.0,43.0
3344,Papua New Guinea,PNG,2004,3.98,0.0054874207344832926,0.005203354069431702,0.010690774803914995,0.002465625600743093,6461159389,1.25 %,79974275.0,43.0
3345,Paraguay,PRY,2004,6.43,0.0055079433670352385,0.006729906721389504,0.012237850088424741,0.0027234740610111267,6461159389,1.25 %,79974275.0,43.0
3346,Peru,PER,2004,5.7,0.02624347888533415,0.028325024810806444,0.054568503696140594,0.008849944190720537,6461159389,1.25 %,79974275.0,43.0
