CCN;CODCNH;Nombre Centro;Dirección;Teléfono;Cód. Municipio;Municipio;Cód. Provincia;Provincia;Cód. CCAA;CCAA;Código Postal;CAMAS;Cód. Clase de Centro;Clase de Centro;Cód. Dep. Funcional;Dependencia Funcional;Forma parte Complejo;CODIDCOM;Nombre del Complejo;ALTA;Email
0538000373;380295;HOSPITEN RAMBLA;RAMBLA SANTA CRUZ 115;922291600;380380;Santa Cruz de Tenerife;38;SANTA CRUZ DE TENERIFE;05;CANARIAS;38001;97;C11;Hospitales Generales;20;PRIVADOS;N;;;N;RAMBLA@HOSPITEN.COM
0538000116;380103;HOSPITAL PARQUE;CALLE MENDEZ NUÑEZ 40-44;922274400;380380;Santa Cruz de Tenerife;38;SANTA CRUZ DE TENERIFE;05;CANARIAS;38003;67;C11;Hospitales Generales;20;PRIVADOS;N;;;N;GERENTE@PARQUEHOSPITALES.ES
0538004244;380048;HOSPITAL PSIQUIATRICO DE TENERIFE;CALLE DOMINGO J MANRIQUE 2;922678000;380380;Santa Cruz de Tenerife;38;SANTA CRUZ DE TENERIFE;05;CANARIAS;38006;94;C14;Hospitales de salud mental y tratamiento de toxicomanías;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;380326;Complejo Hospitalario Universitario De Canarias;N;
0538004230;380033;HOSPITAL DEL TORAX;CALLE SANTA MARIA SOLEDAD 28;922602000;380380;Santa Cruz de Tenerife;38;SANTA CRUZ DE TENERIFE;05;CANARIAS;38010;63;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;380012;Complejo Hospitalario Universitario Nuestra Señora De Candelaria;N;
0538001932;380027;HOSPITAL UNIVERSITARIO NUESTRA SEÑORA DE CANDELARIA;CARRETERA ROSARIO (DEL) 145;922602000;380380;Santa Cruz de Tenerife;38;SANTA CRUZ DE TENERIFE;05;CANARIAS;38010;839;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;380012;Complejo Hospitalario Universitario Nuestra Señora De Candelaria;N;MGALMARN@GOBIERNODECANARIAS.ORG
0538000118;380359;CLINICA TARA;CALLE CASAS ALTAS S/N;922563351;380435;Tacoronte;38;SANTA CRUZ DE TENERIFE;05;CANARIAS;38399;12;C190;Otros Centros con Internamiento;20;PRIVADOS;N;;;N;
0538002288;380276;HOSPITAL INSULAR NUESTRA SEÑORA DE LOS REYES;CALLE CALLE LOS BARRIALES 1;"922 553 505;922553505";380488;Valverde;38;SANTA CRUZ DE TENERIFE;05;CANARIAS;38900;32;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;GERENCIASEH.SCS@GOBIERNODECANARIAS.ORG
0639000456;390134;HOSPITAL COMARCAL DE LAREDO;AVENIDA DERECHOS HUMANOS S/N;"942638500;942638502";390358;Laredo;39;CANTABRIA;06;CANTABRIA;39770;131;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;"GERENT.GALRD@SCSALUD.ES;MARIADOLORES.ACON@SCSALUD.ES"
0639000455;390152;CLINICA MOMPIA;AVENIDA DE LOS CONDES S/N;942584100;390731;Santa Cruz de Bezana;39;CANTABRIA;06;CANTABRIA;39109;105;C11;Hospitales Generales;20;PRIVADOS;N;;;N;ADMINISTRACION@CLINICAMOMPIA.COM
0639000883;390041;HOSPITAL RAMON NEGRETE;AVENIDA DEL FARO NÃ?Âº 33;942204100;390759;Santander;39;CANTABRIA;06;CANTABRIA;39012;30;C12;Hospitales especializados;21;MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL;N;;;N;T.USLE@MUTUAMONTANESA.ES
0639001300;390067;CENTRO HOSPITALARIO PADRE MENNI;AVENIDA CANTABRIA NÃ?Âº 52;"942390060;942391260";390759;Santander;39;CANTABRIA;06;CANTABRIA;39012;65;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;PRIVADOS;N;;;N;GERENCIA@MENNISANT.COM
0639000462;390054;HOSPITAL SANTA CLOTILDE;CALLE GENERAL DAVILA 35;"942211678;942217711";390759;Santander;39;CANTABRIA;06;CANTABRIA;39006;127;C13;Hospitales de media y larga estancia;20;PRIVADOS;N;;;N;HSCLOTILDE.GERENCIA@HSJD.ES
0639000197;390015;HOSPITAL UNIVERSITARIO MARQUES DE VALDECILLA;AVENIDA VALDECILLA S/N;942202520;390759;Santander;39;CANTABRIA;06;CANTABRIA;39008;923;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;"DIRGER@HUMV.ES;JULIO.PASCUAL@HUMV.ES"
0639000989;390149;HOSPITAL SIERRALLANA;BARRIO GANZO S/N;942847400;390876;Torrelavega;39;CANTABRIA;06;CANTABRIA;39300;301;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;BENIGNOEUSEBIO.CAVIEDES@CSSALUD.ES
0740000780;400058;UNIDAD DE REHABILITACION PSIQUIATRICA NUESTRA SEÑORA DE LA FUENCISLA;CARRETERA DE LA GRANJA 7;921421800;401556;Palazuelos de Eresma;40;SEGOVIA;07;CASTILLA Y LEÓN;40194;56;C14;Hospitales de salud mental y tratamiento de toxicomanías;5;DIPUTACIÓN O CABILDO;N;;;N;CENTROLAFUENCISLA@DIPSEGOVIA.ES
0740000779;400045;HOSPITAL RECOLETAS SEGOVIA NUESTRA SEÑORA DE LA MISERICORDIA;CALLE DOCTOR VELASCO 21-23;921421800;401945;Segovia;40;SEGOVIA;07;CASTILLA Y LEÓN;40003;36;C11;Hospitales Generales;20;PRIVADOS;N;;;N;DIRECCION.MEDICA.HRSG@GRUPORECOLETAS.COM
0740000778;400019;HOSPITAL GENERAL DE SEGOVIA (COMPLEJO ASISTENCIAL DE SEGOVIA);CALLE LUIS ERIK CLAVERIA NEUROLOGO S/N S/N;921419100;401945;Segovia;40;SEGOVIA;07;CASTILLA Y LEÓN;40002;381;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;GERENTE.GASSE@SALUDCASTILLAYLEON.ES
0141000543;410227;HOSPITAL EL TOMILLAR;CARRETERA ALCALA-DOS HERMANAS S/N;000000000;410042;Alcalá de Guadaíra;41;SEVILLA;01;ANDALUCÍA;41500;80;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;410303;Hospital Universitario Virgen De Valme;N;
0141000556;410212;RESIDENCIA DE SALUD MENTAL NUESTRA SE?ORA DEL CARMEN;AVENIDA RIO PUDIO S/N;954906671;410172;Bormujos;41;SEVILLA;01;ANDALUCÍA;41930;54;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;PRIVADOS;N;;;N;RESCUDERO@TRAJANOXXV.COM
0141000555;410353;HOSPITAL SAN JUAN DE DIOS DEL ALJARAFE;AVENIDA SAN JUAN DE DIOS S/N;955050550;410172;Bormujos;41;SEVILLA;01;ANDALUCÍA;41930;200;C11;Hospitales Generales;4;OTROS CENTROS O ESTABLECIMIENTOS PÚBLICOS DE DEPENDENCIA AUTONÓMICA;N;;;N;
0141001671;410375;HOSPITAL NISA SEVILLA-ALJARAFE;AVENIDA PLACIDO FERNANDEZ VIAGAS S/N;954464000;410299;Castilleja de la Cuesta;41;SEVILLA;01;ANDALUCÍA;41950;148;C11;Hospitales Generales;20;PRIVADOS;N;;;N;ALJARAFE@HOSPITALES.NISA.ES
0141006854;410496;ADINFA, SOCIEDAD COOPERATIVA ANDALUZA;CALLE MARIA JESUS 3;607271338;410346;Coria del Río;41;SEVILLA;01;ANDALUCÍA;41100;25;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;PRIVADOS;N;;;N;ADINFA@ADINFA.ES
0141006465;410432;CLINICA DE SALUD MENTAL MIGUEL DE MAÑARA;CALLE HERMANOS DE LA CRUZ BLANCA 1;954127033;410384;Dos Hermanas;41;SEVILLA;01;ANDALUCÍA;41089;18;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;PRIVADOS;N;;;N;DIRECCION@SAMUWELLNESS.COM
0141001379;410233;HOSPITAL SAN AGUSTIN;CALLE PROLONGACION DOCTOR FLEMING, SECTOR 13 S/N;955050570;410384;Dos Hermanas;41;SEVILLA;01;ANDALUCÍA;41703;93;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
0141006017;410419;HOSPITAL DE ALTA RESOLUCION DE ECIJA;AVENIDA DOCTOR SÃ?NCHEZ MALO 73;000000000;410397;Écija;41;SEVILLA;01;ANDALUCÍA;41400;36;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;
0141006016;410454;HOSPITAL DE ALTA RESOLUCIÃ?N DE LEBRIJA;AVENIDA EL CUERVO S/N;000000000;410536;Lebrija;41;SEVILLA;01;ANDALUCÍA;41740;22;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;
0141000554;410248;HOSPITAL DE ALTA RESOLUCION DE MORON DE LA FRONTERA;PLAZA SAN FRANCISCO S/N;954851008;410652;Morón de la Frontera;41;SEVILLA;01;ANDALUCÍA;41530;12;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;
0141000540;410251;HOSPITAL LA MERCED;AVENIDA DE LA CONSTITUCION 2;955077200;410687;Osuna;41;SEVILLA;01;ANDALUCÍA;41640;225;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;DGERENCIA.ASO.SSPA@JUNTADEANDALUCIA.ES
0141000539;410107;CLINICA SANTA ISABEL;CALLE LUIS MONTOTO 100;954919000;410917;Sevilla;41;SEVILLA;01;ANDALUCÍA;41018;96;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
0141000727;410135;HOSPITAL QUIRONSALUD INFANTA LUISA;CALLE SAN JACINTO 87;954330100;410917;Sevilla;41;SEVILLA;01;ANDALUCÍA;41010;139;C11;Hospitales Generales;20;PRIVADOS;N;;;N;OBDULIO@INFANTALUISA.COM
0141000649;410483;CENTRO ABB, SL;CALLE VIDRIO 32;954633252;410917;Sevilla;41;SEVILLA;01;ANDALUCÍA;41005;19;C190;Otros Centros con Internamiento;20;PRIVADOS;N;;;N;SEVILLA@CENTROABB.COM
0141000538;410074;HOSPITAL VICTORIA EUGENIA DE LA CRUZ ROJA ESPAÃOLA;AVENIDA DE LA CRUZ ROJA 1;954352082;410917;Sevilla;41;SEVILLA;01;ANDALUCÍA;41009;39;C11;Hospitales Generales;20;PRIVADOS;N;;;N;SUBDIRECCION@HOSPITALVEUGENIA.COM
0141000536;410325;FREMAP, HOSPITAL Y CENTRO DE REHABILITACION DE SEVILLA;AVENIDA DE JEREZ S/N;954249102;410917;Sevilla;41;SEVILLA;01;ANDALUCÍA;41014;102;C12;Hospitales especializados;20;PRIVADOS;N;;;N;
0141000534;410114;HOSPITAL QUIRONSALUD SAGRADO CORAZON;CALLE RAFAEL SALGADO 3;954937676;410917;Sevilla;41;SEVILLA;01;ANDALUCÍA;41013;147;C11;Hospitales Generales;20;PRIVADOS;N;;;N;
0141000537;410129;HOSPITAL FÃTIMA;GLORIETA DE MEJICO 1;954613300;410917;Sevilla;41;SEVILLA;01;ANDALUCÍA;41012;73;C11;Hospitales Generales;20;PRIVADOS;N;;;N;INFO@HOSPITALFATIMA.ES
0141002499;410409;HOSPITAL VIAMED SANTA ANGELA DE LA CRUZ;AVENIDA DE JEREZ 59;954032000;410917;Sevilla;41;SEVILLA;01;ANDALUCÍA;41014;105;C11;Hospitales Generales;20;PRIVADOS;N;;;N;GPC@VIAMEDSANTAANGELADELACRUZ.COM
0141000552;410080;HOSPITAL SAN JUAN DE DIOS DE SEVILLA;AVENIDA EDUARDO DATO 42;954933870;410917;Sevilla;41;SEVILLA;01;ANDALUCÍA;41005;47;C11;Hospitales Generales;20;PRIVADOS;N;;;N;SEVILLA2@SJD.ES
0141006243;410346;HOSPITAL PSIQUIATRICO PENITENCIARIO;CARRETERA TORREBLANCA-MAIRENA KM. 3,5 S/N;955616666;410917;Sevilla;41;SEVILLA;01;ANDALUCÍA;41007;184;C14;Hospitales de salud mental y tratamiento de toxicomanías;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;DIRECTOR.SEVILLAPS@DGIP.MIR.ES
0141000541;410021;HOSPITAL UNIVERSITARIO VIRGEN DE VALME;AVENIDA DE BELLAVISTA S/N;955015160;410917;Sevilla;41;SEVILLA;01;ANDALUCÍA;41014;504;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;410303;Hospital Universitario Virgen De Valme;N;HOSPITALVALME.SSPA@JUNTADEANDALUCIA.ES
0141006842;410476;HOSPITAL DE LA  MUJER;AVENIDA MANUEL SIUROT S/N;955012720;410917;Sevilla;41;SEVILLA;01;ANDALUCÍA;41013;221;C12;Hospitales especializados;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;410286;Hospital Universitario Virgen Del Rocio;N;
0141000551;410465;HOSPITAL INFANTIL;AVENIDA MANUEL SIUROT S/N;000000000;410917;Sevilla;41;SEVILLA;01;ANDALUCÍA;41013;136;C12;Hospitales especializados;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;410286;Hospital Universitario Virgen Del Rocio;N;
0141000550;410443;HOSPITAL DE REHABILITACION Y TRAUMATOLOGIA DEL H.U.  VIRGEN DEL ROCIO;AVENIDA MANUEL SIUROT S/N;000000000;410917;Sevilla;41;SEVILLA;01;ANDALUCÍA;41013;295;C12;Hospitales especializados;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;410286;Hospital Universitario Virgen Del Rocio;N;
0141000549;410093;HOSPITAL DUQUES DEL INFANTADO;CALLE SOR GREGORIA DE SANTA TERESA S/N;955016300;410917;Sevilla;41;SEVILLA;01;ANDALUCÍA;41012;43;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;410286;Hospital Universitario Virgen Del Rocio;N;
0141000547;410016;HOSPITAL UNIVERSITARIO VIRGEN DEL ROCIO;AVENIDA MANUEL SIUROT S/N;955013466;410917;Sevilla;41;SEVILLA;01;ANDALUCÍA;41013;655;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;410286;Hospital Universitario Virgen Del Rocio;N;
0141000546;410055;HOSPITAL SAN  LAZARO;AVENIDA DOCTOR FEDRIANI S/N;955017800;410917;Sevilla;41;SEVILLA;01;ANDALUCÍA;41009;66;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;410299;Hospital Universitario Virgen Macarena;N;
0141000544;410042;HOSPITAL UNIVERSITARIO VIRGEN MACARENA;AVENIDA DOCTOR FEDRIANI 3;955008000;410917;Sevilla;41;SEVILLA;01;ANDALUCÍA;41009;777;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;410299;Hospital Universitario Virgen Macarena;N;SECRETARIADIRECCIONGER.HVM.SSPA@...
0141006864;410205;HOSPITAL DE EMERGENCIA COVID 19;CALLE SARGENTO MANUEL OLMO SANCHEZ 8;955013466;410917;Sevilla;41;SEVILLA;01;ANDALUCÍA;41013;175;C12;Hospitales especializados;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;410286;Hospital Universitario Virgen Del Rocio;S;
0141001947;410386;HOSPITAL DE ALTA RESOLUCION DE UTRERA;CALLE BRIGADAS INTERNACIONALES S/N;955839097;410956;Utrera;41;SEVILLA;01;ANDALUCÍA;41710;14;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;SECRETARIA.CHARE.UTRERA.SSPA@JUNTADEANDA
0742001402;420051;HOSPITAL LATORRE;CAMINO DE LOS ROYALES, 8 S/N;975950450;421736;Soria;42;SORIA;07;CASTILLA Y LEÓN;42005;29;C11;Hospitales Generales;20;PRIVADOS;N;;;S;DIRECCION@HOSPITAL-LATORRE.COM
0742000618;420026;HOSPITAL VIRGEN DEL MIRON (COMPLEJO ASISTENCIAL DE SORIA);CARRETERA DE LOGROÑO 8;975220850;421736;Soria;42;SORIA;07;CASTILLA Y LEÓN;42005;91;C13;Hospitales de media y larga estancia;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;420040;Complejo Asistencial De Soria;N;GERENTE.HSOR@SALUDCASTILLAYLEON.ES
0742000617;420011;HOSPITAL SANTA BARBARA (COMPLEJO ASISTENCIAL DE SORIA);PASEO DE SANTA BARBARA, S/N S/N;975234300;421736;Soria;42;SORIA;07;CASTILLA Y LEÓN;42005;232;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;S;420040;Complejo Asistencial De Soria;N;GERENTE.HSOR@SALUDCASTILLAYLEON.ES
0943000772;430287;UNITAT POLIVALENT EN SALUT MENTAL D'AMPOSTA;CALLE AMERICA 15;977338565;430141;Amposta;43;TARRAGONA;09;CATALUÑA;43870;127;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;PRIVADOS;N;;;N;FPMTE@PEREMATA.COM
0943000766;430252;HOSPITAL COMARCAL D'AMPOSTA;CALLE JACINT VERDAGUER 11;977700050;430141;Amposta;43;TARRAGONA;09;CATALUÑA;43870;88;C11;Hospitales Generales;6;MUNICIPIO;N;;;N;JASAA@GRUPSAGESSA.CAT
0943000761;430081;HOSPITAL COMARCAL MORA D'EBRE;CALLE BENET MESSEGUER S/N;977401863;430939;Móra d'Ebre;43;TARRAGONA;09;CATALUÑA;43740;120;C11;Hospitales Generales;20;PRIVADOS;N;;;N;DTORRAS@GRUPSGS.COM
0943000751;430115;VILLABLANCA SERVEIS ASSISTENCIALS, SA;PARTIDA BELLISENS S/N;977390011;431233;Reus;43;TARRAGONA;09;CATALUÑA;43205;350;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;PRIVADOS;N;;;N;RODRIGUEZM@PEREMATA.COM
0943000765;430249;CENTRE SOCIOSANITARI CIUTAT DE REUS;CAMINO DE TARRAGONA 10;977300021;431233;Reus;43;TARRAGONA;09;CATALUÑA;43204;85;C13;Hospitales de media y larga estancia;20;PRIVADOS;N;;;N;INFO@STSGRUP.ORG
0943000752;430120;INSTITUT PERE MATA, S.A;CARRETERA DE L'INSTITUT PERE MATA S/N;977338565;431233;Reus;43;TARRAGONA;09;CATALUÑA;43206;727;C14;Hospitales de salud mental y tratamiento de toxicomanías;20;PRIVADOS;N;;;N;IPM@PEREMATA.COM
0943000750;430108;CENTRE MQ REUS;CALLE ANTONI GAUDI 26;977010800;431233;Reus;43;TARRAGONA;09;CATALUÑA;43203;50;C11;Hospitales Generales;20;PRIVADOS;N;;;N;DADM.CMQR@GRUPSGS.COM
0943001036;430094;HOSPITAL UNIVERSITARI DE SANT JOAN DE REUS;AVENIDA JOSEP LAPORTE 2;977310300;431233;Reus;43;TARRAGONA;09;CATALUÑA;43204;313;C11;Hospitales Generales;6;MUNICIPIO;N;;;N;ABRUNET@GRUPSGS.COM
0943000775;430300;CENTRE SOCIOSANITARI I RESIDENCIA ASSISTIDA SALOU;AVENIDA PAU CASALS 3;977774705;439057;Salou;43;TARRAGONA;09;CATALUÑA;43840;30;C13;Hospitales de media y larga estancia;20;PRIVADOS;N;;;N;SALOUASSISTENCIAL@STSGRUP.ORG
0943000764;430213;POLICLINICA COMARCAL DEL VENDRELL.;AVENIDA SANTA OLIVA 1-13;977660140;431401;Santa Oliva;43;TARRAGONA;09;CATALUÑA;43710;136;C13;Hospitales de media y larga estancia;20;PRIVADOS;N;;;N;ELVENDRELL@POLICLINICACOMARCAL.COM
0943000753;430069;CLINICA ACTIVA MUTUA 2008;CALLE PIN I SOLER 12;977217900;431482;Tarragona;43;TARRAGONA;09;CATALUÑA;43002;22;C12;Hospitales especializados;21;MÚTUAS COLABORADORAS CON LA SEGURIDAD SOCIAL;N;;;N;TCABRE@ACTIVAMUTUA.ES
0943000777;430322;RESIDENCIA SANTA TECLA PONENT;CALLE MENORCA 26;977540678;431482;Tarragona;43;TARRAGONA;09;CATALUÑA;43006;70;C13;Hospitales de media y larga estancia;20;PRIVADOS;N;;;N;MEGARCIA@XARXATECLA.CAT
0943000769;430265;CENTRE SOCIOSANITARI LLEVANT;CALLE JOAN FUSTER ORTELLS S/N;977239412;431482;Tarragona;43;TARRAGONA;09;CATALUÑA;43007;60;C13;Hospitales de media y larga estancia;20;PRIVADOS;N;;;N;JMADSERA@SV.FTECLA.ES
0943000757;430056;HOSPITAL VIAMED MONEGAL;CALLE LOPEZ PELAEZ 15-17;977225012;431482;Tarragona;43;TARRAGONA;09;CATALUÑA;43002;53;C11;Hospitales Generales;20;PRIVADOS;N;;;N;JNIUBO@VIAMEDMONEGAL.COM
0943000754;430043;HOSPITAL DE SANT PAU I SANTA TECLA;RAMBLA VELLA 14;977259900;431482;Tarragona;43;TARRAGONA;09;CATALUÑA;43003;186;C11;Hospitales Generales;20;PRIVADOS;N;;;N;GLORIA@SV.FTECLA.ES
0943000756;430022;HOSPITAL SOCIOSANITARI FRANCOLI;CALLE DOCTOR MALLAFRE GUASCH S/N;977232714;431482;Tarragona;43;TARRAGONA;09;CATALUÑA;43005;156;C13;Hospitales de media y larga estancia;8;OTRAS ENTIDADES U ORGANISMOS PÚBLICOS;N;;;N;
0943000755;430017;HOSPITAL UNIVERSITARI JOAN XXIII DE TARRAGONA;CALLE DOCTOR MALLAFRE GUASCH 4;977295800;431482;Tarragona;43;TARRAGONA;09;CATALUÑA;43007;372;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;RRAMON@HJXXIII.SCS.ES / HOSPITAL@HJ23.ES
0943000758;430173;HOSPITAL DE LA SANTA CREU;PASEO MOSSEN VALLS BARTOMEU 1;977500533;431554;Tortosa;43;TARRAGONA;09;CATALUÑA;43590;250;C13;Hospitales de media y larga estancia;6;MUNICIPIO;N;;;N;LOPD@GRUPSAGESSA.COM
0943000759;430189;CLINICA TERRES DE L'EBRE;PLAZA JOAQUIM  BAU 6-8;977588200;431554;Tortosa;43;TARRAGONA;09;CATALUÑA;43500;40;C11;Hospitales Generales;6;MUNICIPIO;N;;;N;CLINICATORTOSA@GRUPSAGESSA.CAT
0943000760;430167;HOSPITAL DE TORTOSA VERGE DE LA CINTA;CALLE ESPLANETES . 44;977519100;431554;Tortosa;43;TARRAGONA;09;CATALUÑA;43500;248;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;HTVC@TINET.FUT.ES
0943000762;430228;PIUS HOSPITAL DE VALLS;PLAZA SANT FRANCESC S/N;977613000;431613;Valls;43;TARRAGONA;09;CATALUÑA;43800;142;C11;Hospitales Generales;20;PRIVADOS;N;;;N;MCLOFENT@PIUSHOSPITAL.ORG
0943000763;430234;RESIDENCIA ALT CAMP;CAMINO DEL BOSC S/N;977600292;431613;Valls;43;TARRAGONA;09;CATALUÑA;43800;50;C13;Hospitales de media y larga estancia;20;PRIVADOS;N;;;N;RESIDENCIAALTCAMP@PIUSHOSPITAL.CAT
0943000771;430298;HOSPITAL DEL VENDRELL;CARRETERA N-340 1193;977257900;431634;Vendrell, El;43;TARRAGONA;09;CATALUÑA;43700;120;C11;Hospitales Generales;20;PRIVADOS;N;;;N;MARENAS@XARXATECLA.CAT
0943000770;430276;RESIDENCIA VILA-SECA;CALLE REQUET DE FELIX 35;977395825;431711;Vila-seca;43;TARRAGONA;09;CATALUÑA;43480;35;C13;Hospitales de media y larga estancia;20;PRIVADOS;N;;;N;MUTUAM@MUTUAM.COM
0244000001;440048;HOSPITAL DE ALCAÑIZ;CALLE DOCTOR REPOLLES 2;978830100;440131;Alcañiz;44;TERUEL;02;ARAGÓN;44600;145;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;CDG.HALCANNIZ@SALUD.ARAGON.ES
0244000003;440027;HOSPITAL DE SAN JOSE;AVENIDA ZARAGOZA 16;978654070;442160;Teruel;44;TERUEL;02;ARAGÓN;44001;50;C13;Hospitales de media y larga estancia;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;
0244000004;440033;CENTRO DE REHABILITACION PSICOSOCIAL SAN JUAN DE DIOS;AVENIDA ZARAGOZA 10-14;978654040;442160;Teruel;44;TERUEL;02;ARAGÓN;44001;150;C14;Hospitales de salud mental y tratamiento de toxicomanías;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;HPSIQUITERUEL@ARAGON.ES
0244000002;440012;HOSPITAL OBISPO POLANCO;AVENIDA RUIZ JARABO S/N;978654000;442160;Teruel;44;TERUEL;02;ARAGÓN;44002;211;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;
0845000006;450089;HOSPITAL PARQUE MARAZUELA;AVENIDA DE EXTREMADURA 5;925815281;451650;Talavera de la Reina;45;TOLEDO;08;CASTILLA-LA MANCHA;45600;15;C11;Hospitales Generales;20;PRIVADOS;N;;;N;PUCEDA@CLINICAMARAZUELA.COM
0845000810;450067;HOSPITAL GENERAL NUESTRA SEÑORA DEL PRADO;CARRETERA MADRID KM 114;925803600;451650;Talavera de la Reina;45;TOLEDO;08;CASTILLA-LA MANCHA;45600;312;C11;Hospitales Generales;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;
0845000584;450122;HOSPITAL QUIRONSALUD TOLEDO;CALLE URBANIZACION TRES CULTURAS S/N;925266100;451685;Toledo;45;TOLEDO;08;CASTILLA-LA MANCHA;45005;70;C11;Hospitales Generales;20;PRIVADOS;N;;;N;JOSECARLOS.MELLADO@QUIRONSALUD.ES
0845000027;450133;CENTRO DE TRATAMIENTO DE DROGODEPENDIENTES EL ALBA;CARRETERA PUEBLA DE MONTALBAN KM. 3,6;925216154;451685;Toledo;45;TOLEDO;08;CASTILLA-LA MANCHA;45071;30;C14;Hospitales de salud mental y tratamiento de toxicomanías;4;OTROS CENTROS O ESTABLECIMIENTOS PÚBLICOS DE DEPENDENCIA AUTONÓMICA;N;;;N;
0845000812;450036;HOSPITAL NACIONAL DE PARAPLEJICOS;CALLE FINCA DE LA PERALEDA S/N;925247700;451685;Toledo;45;TOLEDO;08;CASTILLA-LA MANCHA;45071;210;C12;Hospitales especializados;2;SERVICIOS E INSTITUTOS DE SALUD DE LAS COMUNIDADES AUTÓNOMAS;N;;;N;GERENCIA.HNP@SESCAM.JCCM.ES
