,Region,SubRegion,Country,Code,Year,DrugGroup,Drug Type,Trends overall,Group Age 0-17,Group Age 18-24,Group Age 25+
960,Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),IRN,2019,Opioids,,Stable situation (+-5%),,,
961,Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),IRN,2019,Opioids,Opium,Stable situation (+-5%),,,
962,Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),IRN,2019,Opioids,Heroin,Stable situation (+-5%),,,
963,Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),IRN,2019,Opioids,Pharmaceutical opioids,Stable situation (+-5%),,,
964,Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),IRN,2019,Opioids,Other illicit opioids,Stable situation (+-5%),,,
965,Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),IRN,2019,Cocaine-type,,Stable situation (+-5%),,,
966,Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),IRN,2019,Cocaine-type,Cocaine salts,Stable situation (+-5%),,,
967,Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),IRN,2019,ATS,,Stable situation (+-5%),,,
968,Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),IRN,2019,ATS,Amphetamine,Stable situation (+-5%),,,
969,Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),IRN,2019,ATS,Methamphetamine,Stable situation (+-5%),,,
970,Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),IRN,2019,ATS,Ecstasy-type substances,Small decrease (5-10%),,,
971,Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),IRN,2019,ATS,Prescription stimulants,Stable situation (+-5%),,,
972,Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),IRN,2019,Sedatives and Tranquillizers,,Stable situation (+-5%),,,
973,Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),IRN,2019,Sedatives and Tranquillizers,Benzodiazepines,Stable situation (+-5%),,,
974,Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),IRN,2019,Sedatives and Tranquillizers,Barbiturates,Stable situation (+-5%),,,
975,Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),IRN,2019,Hallucinogens,,Stable situation (+-5%),,,
976,Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),IRN,2019,Hallucinogens,LSD,Stable situation (+-5%),,,
977,Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),IRN,2019,Solvents and Inhallants,Solvents and inhalants,Stable situation (+-5%),,,
978,Asia,Near and Middle East/ South-West Asia,Iraq,IRQ,2020,Any drug,Any drug,Large increase (>10%),Small increase (5-10%),Large increase (>10%),
979,Asia,Near and Middle East/ South-West Asia,Iraq,IRQ,2020,Cannabis-type drugs,Cannabis-type drugs,Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
980,Asia,Near and Middle East/ South-West Asia,Iraq,IRQ,2020,Cannabis-type drugs,Cannabis resin (hashish),Small increase (5-10%),Small increase (5-10%),Small increase (5-10%),
981,Asia,Near and Middle East/ South-West Asia,Iraq,IRQ,2020,"Opioids, including opiates and synthetic opioids","Opioids, including opiates and synthetic opioids",Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
982,Asia,Near and Middle East/ South-West Asia,Iraq,IRQ,2020,"Opioids, including opiates and synthetic opioids",Opiates,Small increase (5-10%),Small increase (5-10%),Small increase (5-10%),
983,Asia,Near and Middle East/ South-West Asia,Iraq,IRQ,2020,"Opioids, including opiates and synthetic opioids",Tramadol,Large increase (>10%),Stable situation (+-5%),Large increase (>10%),
984,Asia,Near and Middle East/ South-West Asia,Iraq,IRQ,2020,"Opioids, including opiates and synthetic opioids",Non-medical use of pharmaceutical opioids,Large increase (>10%),Stable situation (+-5%),Large increase (>10%),
985,Asia,Near and Middle East/ South-West Asia,Iraq,IRQ,2020,"Opioids, including opiates and synthetic opioids",Codeine,Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
986,Asia,Near and Middle East/ South-West Asia,Iraq,IRQ,2020,Amphetamine-type stimulants,Amphetamines (amphetamine/methamphetamine),Large increase (>10%),Large increase (>10%),Large increase (>10%),
987,Asia,Near and Middle East/ South-West Asia,Iraq,IRQ,2020,Amphetamine-type stimulants,Amphetamine,Large increase (>10%),Large increase (>10%),Large increase (>10%),
988,Asia,Near and Middle East/ South-West Asia,Iraq,IRQ,2020,Amphetamine-type stimulants,Methamphetamine,Large increase (>10%),Large increase (>10%),Large increase (>10%),
989,Asia,Near and Middle East/ South-West Asia,Iraq,IRQ,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Benzodiazepines,Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
990,Asia,Near and Middle East/ South-West Asia,Iraq,IRQ,2020,"Opioids, including opiates and synthetic opioids",Opium,Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
991,Asia,Near and Middle East/ South-West Asia,Iraq,IRQ,2020,Amphetamine-type stimulants,Amphetamine-type stimulants,Large increase (>10%),Large increase (>10%),Large increase (>10%),
992,Asia,Near and Middle East/ South-West Asia,Iraq,IRQ,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Other sedatives and tranquillizers,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
993,Asia,Near and Middle East/ South-West Asia,Iraq,IRQ,2020,Solvents and inhalants,Solvents and inhalants,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
994,Asia,Near and Middle East/ South-West Asia,Iraq,IRQ,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Non-medical use of pharmaceutical sedatives and tranquillizers,Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
995,Asia,Near and Middle East/ South-West Asia,Iraq,IRQ,2020,"Opioids, including opiates and synthetic opioids",Heroin,Small increase (5-10%),Small increase (5-10%),Small increase (5-10%),
996,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,Any drug,Any drug,Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
997,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,Cannabis-type drugs,Cannabis-type drugs,Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
998,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,Cannabis-type drugs,Cannabis herb (marijuana),Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
999,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,Cannabis-type drugs,Cannabis resin (hashish),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1000,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,Cannabis-type drugs,Cannabis or hashish oil,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1001,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,Cannabis-type drugs,Other types of cannabis products excluding synthetic cannabinoids,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1002,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,"Opioids, including opiates and synthetic opioids","Opioids, including opiates and synthetic opioids",Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1003,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,"Opioids, including opiates and synthetic opioids",Opiates,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1004,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,"Opioids, including opiates and synthetic opioids",Heroin,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1005,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,"Opioids, including opiates and synthetic opioids",Other opiates,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1006,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,"Opioids, including opiates and synthetic opioids",Non-medical use of pharmaceutical opioids,Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
1007,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,"Opioids, including opiates and synthetic opioids",Codeine,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1008,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,"Opioids, including opiates and synthetic opioids",Tramadol,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1009,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,"Opioids, including opiates and synthetic opioids",Other pharmaceutical opioids,Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
1010,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,Cocaine-type drugs,Cocaine-type drugs,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1011,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,Cocaine-type drugs,Cocaine hydrochloride,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1012,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,Cocaine-type drugs,Other types of cocaine preparations,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1013,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,Amphetamine-type stimulants,Amphetamine-type stimulants,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1014,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,Amphetamine-type stimulants,Amphetamines (amphetamine/methamphetamine),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1015,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,Amphetamine-type stimulants,Amphetamine,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1016,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,Amphetamine-type stimulants,Methamphetamine,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1017,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,Amphetamine-type stimulants,Non-medical use of pharmaceutical products containing amphetamine-type stimulants,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1018,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,Amphetamine-type stimulants,Other amphetamine-type stimulants,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1019,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,“Ecstasy”-type substances,“Ecstasy”-type substances,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1020,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,“Ecstasy”-type substances,MDMA,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1021,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,“Ecstasy”-type substances,Other “ecstasy”-type substances,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1022,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Non-medical use of pharmaceutical sedatives and tranquillizers,Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
1023,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Benzodiazepines,Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),
1024,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Barbiturates,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1025,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Other sedatives and tranquillizers,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1026,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,Hallucinogens,Hallucinogens,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1027,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,Hallucinogens,LSD,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1028,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,Hallucinogens,Other hallucinogens,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1029,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,Solvents and inhalants,Solvents and inhalants,Small increase (5-10%),Small increase (5-10%),Stable situation (+-5%),
1030,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,New psychoactive substances,New psychoactive substances,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1031,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,New psychoactive substances,Ketamine,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1032,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,New psychoactive substances,"Synthetic cannabinoid receptor agonists (""synthetic cannabinoids"")",Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1033,Asia,Near and Middle East/ South-West Asia,Israel,ISR,2020,New psychoactive substances,Other new psychoactive substances,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),
1034,Asia,Near and Middle East/ South-West Asia,Jordan,JOR,2016,Cannabis-type,Marijuana (herb),Small increase (5-10%),,,
1035,Asia,Near and Middle East/ South-West Asia,Jordan,JOR,2016,Cannabis-type,Hashish (resin),Small increase (5-10%),,,
1036,Asia,Near and Middle East/ South-West Asia,Jordan,JOR,2016,Opioids,Heroin,Stable situation (+-5%),,,
1037,Asia,Near and Middle East/ South-West Asia,Jordan,JOR,2016,Cocaine-type,Crack,Stable situation (+-5%),,,
1038,Asia,Near and Middle East/ South-West Asia,Jordan,JOR,2016,ATS,Amphetamine,Small increase (5-10%),,,
1039,Asia,Near and Middle East/ South-West Asia,Jordan,JOR,2016,Substances not under international control,Other substances not under int. control,Small increase (5-10%),,,
1040,Asia,Near and Middle East/ South-West Asia,Kuwait,KWT,2018,Cannabis-type,,Small increase (5-10%),,,
1041,Asia,Near and Middle East/ South-West Asia,Lebanon,LBN,2020,Cannabis-type drugs,Cannabis-type drugs,Large decrease (>10%),,,
1042,Asia,Near and Middle East/ South-West Asia,Lebanon,LBN,2020,Cannabis-type drugs,Cannabis herb (marijuana),Small increase (5-10%),,,
1043,Asia,Near and Middle East/ South-West Asia,Lebanon,LBN,2020,Cannabis-type drugs,Cannabis resin (hashish),Large decrease (>10%),,,
1044,Asia,Near and Middle East/ South-West Asia,Lebanon,LBN,2020,"Opioids, including opiates and synthetic opioids","Opioids, including opiates and synthetic opioids",Large decrease (>10%),,,
1045,Asia,Near and Middle East/ South-West Asia,Lebanon,LBN,2020,"Opioids, including opiates and synthetic opioids",Heroin,Large decrease (>10%),,,
1046,Asia,Near and Middle East/ South-West Asia,Lebanon,LBN,2020,"Opioids, including opiates and synthetic opioids",Tramadol,Large decrease (>10%),,,
1047,Asia,Near and Middle East/ South-West Asia,Lebanon,LBN,2020,Cocaine-type drugs,Cocaine-type drugs,Large decrease (>10%),,,
1048,Asia,Near and Middle East/ South-West Asia,Lebanon,LBN,2020,Cocaine-type drugs,Cocaine hydrochloride,Large decrease (>10%),,,
1049,Asia,Near and Middle East/ South-West Asia,Lebanon,LBN,2020,Amphetamine-type stimulants,Amphetamine-type stimulants,Large decrease (>10%),,,
1050,Asia,Near and Middle East/ South-West Asia,Lebanon,LBN,2020,Amphetamine-type stimulants,Amphetamines (amphetamine/methamphetamine),Large decrease (>10%),,,
1051,Asia,Near and Middle East/ South-West Asia,Lebanon,LBN,2020,Amphetamine-type stimulants,Amphetamine,Large decrease (>10%),,,
1052,Asia,Near and Middle East/ South-West Asia,Lebanon,LBN,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Non-medical use of pharmaceutical sedatives and tranquillizers,Large decrease (>10%),,,
1053,Asia,Near and Middle East/ South-West Asia,Lebanon,LBN,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Benzodiazepines,Large decrease (>10%),,,
1054,Asia,Near and Middle East/ South-West Asia,Lebanon,LBN,2020,Solvents and inhalants,Solvents and inhalants,Large decrease (>10%),,,
1055,Asia,Near and Middle East/ South-West Asia,Lebanon,LBN,2020,New psychoactive substances,New psychoactive substances,Large increase (>10%),,,
1056,Asia,Near and Middle East/ South-West Asia,Lebanon,LBN,2020,New psychoactive substances,Other new psychoactive substances,Large decrease (>10%),,,
1057,Asia,Near and Middle East/ South-West Asia,Lebanon,LBN,2020,Other drugs / psychoactive substances / pharmaceutical products not listed above,Other drugs / psychoactive substances / pharmaceutical products not listed above,Large decrease (>10%),,,
1058,Asia,Near and Middle East/ South-West Asia,Oman,OMN,2020,Cannabis-type drugs,Cannabis-type drugs,Stable situation (+-5%),Large decrease (>10%),Stable situation (+-5%),Stable situation (+-5%)
1059,Asia,Near and Middle East/ South-West Asia,Oman,OMN,2020,"Opioids, including opiates and synthetic opioids",Opiates,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1060,Asia,Near and Middle East/ South-West Asia,Oman,OMN,2020,"Opioids, including opiates and synthetic opioids",Opium,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1061,Asia,Near and Middle East/ South-West Asia,Oman,OMN,2020,"Opioids, including opiates and synthetic opioids",Heroin,Stable situation (+-5%),Stable situation (+-5%),Small decrease (5-10%),Stable situation (+-5%)
1062,Asia,Near and Middle East/ South-West Asia,Oman,OMN,2020,Amphetamine-type stimulants,Amphetamine,Large increase (>10%),Stable situation (+-5%),Large increase (>10%),Large increase (>10%)
1063,Asia,Near and Middle East/ South-West Asia,Oman,OMN,2020,Amphetamine-type stimulants,Amphetamine-type stimulants,Large increase (>10%),Stable situation (+-5%),Large increase (>10%),Large increase (>10%)
1064,Asia,Near and Middle East/ South-West Asia,Oman,OMN,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Benzodiazepines,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1065,Asia,Near and Middle East/ South-West Asia,Oman,OMN,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Barbiturates,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1066,Asia,Near and Middle East/ South-West Asia,Oman,OMN,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Non-medical use of pharmaceutical sedatives and tranquillizers,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Small increase (5-10%)
1067,Asia,Near and Middle East/ South-West Asia,Oman,OMN,2020,Hallucinogens,Hallucinogens,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1068,Asia,Near and Middle East/ South-West Asia,Oman,OMN,2020,Hallucinogens,LSD,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1069,Asia,Near and Middle East/ South-West Asia,Oman,OMN,2020,Solvents and inhalants,Solvents and inhalants,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1070,Asia,Near and Middle East/ South-West Asia,Oman,OMN,2020,Any drug,Any drug,Large decrease (>10%),Stable situation (+-5%),Large decrease (>10%),Large decrease (>10%)
1071,Asia,Near and Middle East/ South-West Asia,Oman,OMN,2020,Cannabis-type drugs,Cannabis resin (hashish),Stable situation (+-5%),Large decrease (>10%),Stable situation (+-5%),Stable situation (+-5%)
1072,Asia,Near and Middle East/ South-West Asia,Oman,OMN,2020,"Opioids, including opiates and synthetic opioids","Opioids, including opiates and synthetic opioids",Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1073,Asia,Near and Middle East/ South-West Asia,Oman,OMN,2020,"Opioids, including opiates and synthetic opioids",Other opioids,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1074,Asia,Near and Middle East/ South-West Asia,Pakistan,PAK,2018,Cannabis-type,,Not known,,,
1075,Asia,Near and Middle East/ South-West Asia,Pakistan,PAK,2018,Cannabis-type,Marijuana (herb),Not known,,,
1076,Asia,Near and Middle East/ South-West Asia,Pakistan,PAK,2018,Cannabis-type,Hashish (resin),Not known,,,
1077,Asia,Near and Middle East/ South-West Asia,Pakistan,PAK,2018,Opioids,,Not known,,,
1078,Asia,Near and Middle East/ South-West Asia,Pakistan,PAK,2018,Opioids,Opium,Not known,,,
1079,Asia,Near and Middle East/ South-West Asia,Pakistan,PAK,2018,Opioids,Heroin,Not known,,,
1080,Asia,Near and Middle East/ South-West Asia,Pakistan,PAK,2018,Opioids,Pharmaceutical opioids,Not known,,,
1081,Asia,Near and Middle East/ South-West Asia,Pakistan,PAK,2018,Cocaine-type,,Not known,,,
1082,Asia,Near and Middle East/ South-West Asia,Pakistan,PAK,2018,Cocaine-type,Cocaine salts,Not known,,,
1083,Asia,Near and Middle East/ South-West Asia,Pakistan,PAK,2018,Cocaine-type,Crack,Not known,,,
1084,Asia,Near and Middle East/ South-West Asia,Pakistan,PAK,2018,ATS,,Not known,,,
1085,Asia,Near and Middle East/ South-West Asia,Pakistan,PAK,2018,ATS,Amphetamine,Not known,,,
1086,Asia,Near and Middle East/ South-West Asia,Pakistan,PAK,2018,ATS,Methamphetamine,Not known,,,
1087,Asia,Near and Middle East/ South-West Asia,Pakistan,PAK,2018,ATS,Ecstasy-type substances,Not known,,,
1088,Asia,Near and Middle East/ South-West Asia,Pakistan,PAK,2018,ATS,Prescription stimulants,Not known,,,
1089,Asia,Near and Middle East/ South-West Asia,Pakistan,PAK,2018,Sedatives and Tranquillizers,,Not known,,,
1090,Asia,Near and Middle East/ South-West Asia,Pakistan,PAK,2018,Sedatives and Tranquillizers,Benzodiazepines,Not known,,,
1091,Asia,Near and Middle East/ South-West Asia,Pakistan,PAK,2018,Sedatives and Tranquillizers,Barbiturates,Not known,,,
1092,Asia,Near and Middle East/ South-West Asia,Pakistan,PAK,2018,Hallucinogens,,Not known,,,
1093,Asia,Near and Middle East/ South-West Asia,Pakistan,PAK,2018,Hallucinogens,LSD,Not known,,,
1094,Asia,Near and Middle East/ South-West Asia,State of Palestine (the),PSE,2020,Any drug,Any drug,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1095,Asia,Near and Middle East/ South-West Asia,State of Palestine (the),PSE,2020,Cannabis-type drugs,Cannabis-type drugs,Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),Small increase (5-10%)
1096,Asia,Near and Middle East/ South-West Asia,State of Palestine (the),PSE,2020,Cannabis-type drugs,Cannabis herb (marijuana),Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),Small increase (5-10%)
1097,Asia,Near and Middle East/ South-West Asia,State of Palestine (the),PSE,2020,Cannabis-type drugs,Cannabis resin (hashish),Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),Small increase (5-10%)
1098,Asia,Near and Middle East/ South-West Asia,State of Palestine (the),PSE,2020,"Opioids, including opiates and synthetic opioids","Opioids, including opiates and synthetic opioids",Small decrease (5-10%),Small decrease (5-10%),Small decrease (5-10%),Small decrease (5-10%)
1099,Asia,Near and Middle East/ South-West Asia,State of Palestine (the),PSE,2020,"Opioids, including opiates and synthetic opioids",Opiates,Small decrease (5-10%),Small decrease (5-10%),Small decrease (5-10%),Small decrease (5-10%)
1100,Asia,Near and Middle East/ South-West Asia,State of Palestine (the),PSE,2020,"Opioids, including opiates and synthetic opioids",Heroin,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1101,Asia,Near and Middle East/ South-West Asia,State of Palestine (the),PSE,2020,"Opioids, including opiates and synthetic opioids",Other opiates,Small decrease (5-10%),Small decrease (5-10%),Small decrease (5-10%),Small decrease (5-10%)
1102,Asia,Near and Middle East/ South-West Asia,State of Palestine (the),PSE,2020,"Opioids, including opiates and synthetic opioids",Tramadol,Small increase (5-10%),Stable situation (+-5%),Small increase (5-10%),Small increase (5-10%)
1103,Asia,Near and Middle East/ South-West Asia,State of Palestine (the),PSE,2020,Cocaine-type drugs,Cocaine-type drugs,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1104,Asia,Near and Middle East/ South-West Asia,State of Palestine (the),PSE,2020,Cocaine-type drugs,Cocaine hydrochloride,Small decrease (5-10%),Small decrease (5-10%),Small decrease (5-10%),Small decrease (5-10%)
1105,Asia,Near and Middle East/ South-West Asia,State of Palestine (the),PSE,2020,Cocaine-type drugs,"“Crack” cocaine, freebase cocaine",Small increase (5-10%),Stable situation (+-5%),Stable situation (+-5%),Small increase (5-10%)
1106,Asia,Near and Middle East/ South-West Asia,State of Palestine (the),PSE,2020,Amphetamine-type stimulants,Amphetamine-type stimulants,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1107,Asia,Near and Middle East/ South-West Asia,State of Palestine (the),PSE,2020,Amphetamine-type stimulants,Amphetamines (amphetamine/methamphetamine),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1108,Asia,Near and Middle East/ South-West Asia,State of Palestine (the),PSE,2020,Amphetamine-type stimulants,Amphetamine,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1109,Asia,Near and Middle East/ South-West Asia,State of Palestine (the),PSE,2020,Amphetamine-type stimulants,Methamphetamine,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1110,Asia,Near and Middle East/ South-West Asia,State of Palestine (the),PSE,2020,“Ecstasy”-type substances,“Ecstasy”-type substances,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1111,Asia,Near and Middle East/ South-West Asia,State of Palestine (the),PSE,2020,“Ecstasy”-type substances,MDMA,Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%),Stable situation (+-5%)
1112,Asia,Near and Middle East/ South-West Asia,State of Palestine (the),PSE,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Non-medical use of pharmaceutical sedatives and tranquillizers,Small increase (5-10%),Small increase (5-10%),Small increase (5-10%),Small increase (5-10%)
1113,Asia,Near and Middle East/ South-West Asia,State of Palestine (the),PSE,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Benzodiazepines,Small increase (5-10%),Small increase (5-10%),Small increase (5-10%),Small increase (5-10%)
1114,Asia,Near and Middle East/ South-West Asia,State of Palestine (the),PSE,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Barbiturates,Large decrease (>10%),Large decrease (>10%),Large decrease (>10%),Large decrease (>10%)
1115,Asia,Near and Middle East/ South-West Asia,State of Palestine (the),PSE,2020,Non-medical use of pharmaceutical sedatives and tranquillizers,Other sedatives and tranquillizers,Large decrease (>10%),Large decrease (>10%),Large decrease (>10%),Large decrease (>10%)
1116,Asia,Near and Middle East/ South-West Asia,State of Palestine (the),PSE,2020,Hallucinogens,LSD,Large decrease (>10%),Large decrease (>10%),Large decrease (>10%),Large decrease (>10%)
1117,Asia,Near and Middle East/ South-West Asia,State of Palestine (the),PSE,2020,Solvents and inhalants,Solvents and inhalants,Small increase (5-10%),Small increase (5-10%),Small increase (5-10%),Small increase (5-10%)
1118,Asia,Near and Middle East/ South-West Asia,State of Palestine (the),PSE,2020,New psychoactive substances,New psychoactive substances,Large increase (>10%),Large increase (>10%),Large increase (>10%),Large increase (>10%)
1119,Asia,Near and Middle East/ South-West Asia,State of Palestine (the),PSE,2020,New psychoactive substances,Ketamine,Large increase (>10%),Large increase (>10%),Large increase (>10%),Large increase (>10%)
1120,Asia,Near and Middle East/ South-West Asia,State of Palestine (the),PSE,2020,New psychoactive substances,"Synthetic cannabinoid receptor agonists (""synthetic cannabinoids"")",Large increase (>10%),Large increase (>10%),Large increase (>10%),Large increase (>10%)
